matchId,playerId,squadId,minutesPlayed,oppSquadId
80280502,80570,804,17.9,807
80280502,80293,804,60.0,807
80280502,80041,804,60.96666666666667,807
80280502,80178,804,17.9,807
80280502,80042,804,60.96666666666667,807
80280502,80049,804,60.96666666666667,807
80280502,80010,804,60.0,807
80280502,80046,804,0.0,807
80280502,80003,804,43.06666666666667,807
80280502,80294,804,0.0,807
80280502,80171,804,43.06666666666667,807
80280502,80474,804,0.0,807
80280502,80078,807,60.0,804
80280502,80009,807,60.0,804
80280502,80472,807,41.416666666666664,804
80280502,80081,807,60.0,804
80280502,80077,807,60.0,804
80280502,80452,807,9.3,804
80280502,80080,807,60.0,804
80280502,80444,807,0.0,804
80280502,80571,807,19.55,804
80280502,80180,807,32.11666666666667,804
80280502,80475,807,0.0,804
80280502,80442,807,19.55,804
