matchId,squadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630402,801,1,0,0,0,0,0,10,13,0,5,23,3,7,18,7,11,5,3,3,3,3,3,1,16,3,3,58,0,5,20,78.09110629067246,55.00000000000001,62.5,-7.499999999999993
95630402,801,2,1,0,0,1,0,12,13,1,6,9,1,7,15,1,14,11,2,1,0,6,0,1,19,4,1,45,0,3,18,70.05405405405406,77.77777777777779,66.66666666666666,11.111111111111128
95630402,801,3,0,0,0,0,0,11,17,0,8,19,0,4,16,5,11,9,0,2,0,4,2,1,21,2,2,52,0,3,17,67.32673267326733,64.70588235294117,58.82352941176471,5.882352941176464
95630402,801,4,0,1,0,1,0,12,18,0,3,16,1,6,12,1,11,10,0,1,1,2,0,0,20,0,0,44,0,3,15,58.44155844155844,73.33333333333333,72.22222222222221,1.1111111111111143
95630402,804,1,3,1,0,0,0,9,8,1,5,8,4,5,10,0,10,5,4,1,3,5,0,1,13,1,1,42,0,6,16,62.47288503253796,62.5,55.00000000000001,7.499999999999993
95630402,804,2,2,0,1,0,0,12,14,1,2,12,3,7,13,1,12,9,2,1,2,2,1,1,16,2,2,55,0,6,18,70.05405405405406,66.66666666666666,77.77777777777779,-11.111111111111128
95630402,804,3,1,0,0,0,0,8,22,2,0,16,2,6,13,3,10,8,2,0,0,1,0,0,23,4,2,48,0,4,17,67.32673267326733,58.82352941176471,64.70588235294117,-5.882352941176464
95630402,804,4,0,0,1,0,1,12,11,1,3,17,1,8,16,3,13,10,1,2,0,1,1,1,12,1,2,56,0,3,18,70.12987012987013,72.22222222222221,73.33333333333333,-1.1111111111111143
