matchId,squadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
98180603,801,1,1,1,0,2,0,12,15,0,4,49,16,0,8,18,6,12,9,0,3,0,5,2,0,28,20,1,22,2,46,0,6,86.8421052631579,54.54545454545454,63.63636363636363,-9.090909090909093
98180603,801,2,1,0,0,1,0,14,18,1,2,44,16,2,7,14,2,12,10,2,0,1,9,0,0,30,27,3,19,1,41,0,5,74.75409836065573,63.1578947368421,81.81818181818183,-18.660287081339725
98180603,801,3,0,1,0,0,0,15,12,1,3,56,21,1,11,19,4,15,11,1,3,0,8,2,0,36,20,1,21,3,46,0,4,82.71334792122538,71.42857142857143,73.91304347826086,-2.4844720496894297
98180603,801,4,1,1,0,0,0,16,13,1,1,57,21,2,9,18,3,15,11,2,2,1,3,0,0,37,16,3,24,1,46,0,6,94.22028353326064,62.5,80.0,-17.5
98180603,808,1,1,1,2,0,0,12,12,2,3,58,23,2,11,17,3,14,8,3,3,0,4,1,0,35,16,3,22,3,54,0,6,86.8421052631579,63.63636363636363,54.54545454545454,9.090909090909093
98180603,808,2,0,0,1,0,0,15,10,2,2,68,28,2,12,23,5,18,13,2,3,0,5,3,0,43,15,1,22,5,59,0,2,86.55737704918033,81.81818181818183,63.1578947368421,18.660287081339725
98180603,808,3,0,0,0,0,1,16,9,0,3,67,26,2,12,23,6,17,13,2,2,2,1,4,1,42,10,3,23,4,54,0,4,90.59080962800876,73.91304347826086,71.42857142857143,2.4844720496894297
98180603,808,4,3,2,0,0,0,15,12,2,2,67,29,4,17,21,1,20,13,4,3,2,4,1,0,44,16,3,25,3,54,0,5,98.14612868047983,80.0,62.5,17.5
