matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration
117070101,80826,810,GS,0,GS,2400,2400
117070101,994215,810,GA,0,GA,2400,2400
117070101,80473,810,WA,0,S,600,600
117070101,80473,810,S,600,C,1200,600
117070101,80473,810,C,1200,C,2400,1200
117070101,998408,810,C,0,S,1200,1200
117070101,998408,810,S,1200,WD,1800,600
117070101,998408,810,WD,1800,WD,2400,600
117070101,80534,810,WD,0,GD,1800,1800
117070101,80534,810,GD,1800,GD,2400,600
117070101,1014130,810,GD,0,S,1200,1200
117070101,1014130,810,S,1200,S,2400,1200
117070101,80343,810,GK,0,GD,1200,1200
117070101,80343,810,GD,1200,S,1800,600
117070101,80343,810,S,1800,GK,1989,189
117070101,80343,810,GK,1989,GK,2400,411
117070101,1022761,810,S,0,S,2400,2400
117070101,1000231,810,S,0,WA,600,600
117070101,1000231,810,WA,600,S,2238,1638
117070101,1000231,810,S,2238,S,2400,162
117070101,1005495,810,S,0,GK,1200,1200
117070101,1005495,810,GK,1200,S,1989,789
117070101,1005495,810,S,1989,S,2400,411
117070101,80301,810,S,0,WA,2238,2238
117070101,80301,810,WA,2238,WA,2400,162
117070101,80150,8118,GS,0,GS,2400,2400
117070101,1019169,8118,GA,0,GA,2400,2400
117070101,1022764,8118,WA,0,S,1200,1200
117070101,1022764,8118,S,1200,S,2400,1200
117070101,80701,8118,C,0,C,2400,2400
117070101,1001356,8118,WD,0,WA,1200,1200
117070101,1001356,8118,WA,1200,WA,2400,1200
117070101,1001803,8118,GD,0,GK,1200,1200
117070101,1001803,8118,GK,1200,S,1800,600
117070101,1001803,8118,S,1800,S,2400,600
117070101,1013638,8118,GK,0,GD,1200,1200
117070101,1013638,8118,GD,1200,GD,2400,1200
117070101,1025014,8118,S,0,S,2400,2400
117070101,1022763,8118,S,0,WD,1200,1200
117070101,1022763,8118,WD,1200,WD,2400,1200
117070101,1009743,8118,S,0,S,2400,2400
117070101,1019170,8118,S,0,GK,1800,1800
117070101,1019170,8118,GK,1800,GK,2400,600
117070101,1013629,8118,S,0,S,2400,2400
