matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116950301,813,833,2,4,0,1,2,45,65,27,7,7,15,57,77,17,82,21,50,61,7,54,32,14,8,3,5,4,29,12,2,39,13,54,25,6,49,0,62,18,2.0,84.0,84.0,64.28571428571429,53.75,10.535714285714292
116950301,833,813,4,2,1,0,0,47,59,35,1,1,5,48,75,7,29,24,41,51,8,43,29,2,12,5,3,6,13,15,4,50,9,43,30,5,51,0,67,13,1.0,80.0,80.0,53.75,64.28571428571429,-10.535714285714292
