matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,tossUpWin,unforcedTurnovers
116950301,813,833,80305,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,15,0,0,0,2,0,0,1,1,1,0,1
116950301,813,833,80305,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,2,0,0,0,1,0,0,0
116950301,813,833,80305,3,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,3,4,0,0,1,1,0,0
116950301,813,833,80305,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,3,0,0,0,1,0,0,0
116950301,813,833,80424,1,0,1,0,0,0,0,0,0,0,0,4,5,0,0,2,3,0,0,0,0,0,15,0,0,0,0,0,0,2,1,0,0,2
116950301,813,833,80424,2,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,4,0,0,0,0,0,15,0,2,0,3,2,0,0,1,0,0,0
116950301,813,833,80424,3,0,1,0,0,1,2,0,0,0,0,4,6,0,0,2,4,0,0,0,0,0,15,0,0,0,0,0,0,2,1,0,0,2
116950301,813,833,80424,4,0,0,0,0,0,8,0,0,0,0,3,8,0,0,1,3,0,0,0,0,0,15,0,0,1,0,0,0,1,1,0,0,1
116950301,813,833,80427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950301,813,833,80427,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950301,813,833,80427,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950301,813,833,80427,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950301,813,833,80477,1,0,0,0,0,0,8,0,1,0,0,7,8,1,0,2,6,0,0,0,1,1,15,0,0,0,1,0,0,2,1,0,0,1
116950301,813,833,80477,2,0,0,0,0,1,6,0,0,0,0,8,11,0,0,1,6,0,0,0,0,0,15,0,0,0,0,0,0,1,1,0,0,1
116950301,813,833,80477,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950301,813,833,80477,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950301,813,833,80582,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,1,0,0,0
116950301,813,833,80582,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,15,0,1,0,1,0,0,0,1,2,0,0
116950301,813,833,80582,3,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0
