matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
93550102,7344,7523,0,1,0,0,3,35,23,1,5,49,8,25,43,5,38,6,0,7,2,0,30,4,3,0,10,51,35.24668842388174,74.50980392156863,68.85245901639344,5.657344905175194
93550102,7523,7344,1,3,0,0,0,38,32,1,10,49,11,24,56,14,42,8,0,11,8,0,43,4,9,0,13,61,42.15780380111346,68.85245901639344,74.50980392156863,-5.657344905175194
