matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
107240402,806,1.0,2.0,0.0,1.0,0.0,55.0,69.0,48.0,6.0,6.0,14.0,159.0,53.0,90.0,13.0,69.0,22.0,47.0,62.0,5.0,57.0,41.0,9.0,7.0,8.0,4.0,0.0,0.0,357.5,10.0,0.0,90.0,58.0,11.0,25.0,89.0,3.0,49.0,0.0,29.0,0.0,88.6797675062275,64.04494382022472,64.83516483516483,-0.7902210149401157
107240402,8117,1.0,3.0,0.0,0.0,1.0,56.0,72.0,40.0,4.0,4.0,6.0,166.0,61.0,88.0,15.0,60.0,20.0,52.0,68.0,9.0,59.0,43.0,9.0,7.0,4.0,8.0,0.0,33.0,377.5,14.0,0.0,88.0,54.0,11.0,24.0,91.0,6.0,51.0,0.0,28.0,3.0,90.6725712704124,64.83516483516483,64.04494382022472,0.7902210149401157
