matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116650503,806,44.0,19.0,44.0,19.0,2.0,6.0,0.0,0.0,1.0,56.0,59.0,49.0,3.0,3.0,8.0,11.0,58.0,74.0,10.0,30.0,24.0,34.0,12.0,41.0,63.0,17.0,34.0,12.0,46.0,34.0,3.0,9.0,10.0,7.0,10.0,12.0,191.5,13.0,2.0,62.0,6.0,58.0,34.0,3.0,49.0,48.0,0.0,0.0,69.0,14.0,2.0,100.0,100.0,46.0,67.64705882352942,-21.64705882352942
116650503,810,67.0,13.0,67.0,13.0,4.0,4.0,0.0,0.0,1.0,53.0,74.0,44.0,3.0,3.0,7.0,10.0,75.0,86.0,20.0,75.0,23.0,62.0,7.0,61.0,80.0,11.0,62.0,7.0,69.0,43.0,15.0,11.0,7.0,10.0,0.0,55.0,427.0,13.0,1.0,57.0,7.0,76.0,23.0,14.0,45.0,52.0,0.0,0.0,79.0,13.0,6.0,102.0,102.0,67.64705882352942,46.0,21.64705882352942
