matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
121260104,810,80826,1000231,1022296,80473,998408,80343,1005495,0,600,0,11,0,11,600,0,0.0,801
121260104,810,80826,1007298,1022296,80473,998408,1007219,80343,600,980,11,17,11,19,380,-2,-18.947368421052634,801
121260104,810,80826,1007298,1022296,80473,998408,1014130,80343,980,1081,17,18,19,21,101,-1,-35.64356435643565,801
121260104,810,80826,1007298,1022296,1026857,998408,1014130,80343,1081,1200,18,22,21,22,119,3,90.7563025210084,801
121260104,810,1007298,80009,1022296,1026857,998408,1014130,80343,1200,1453,22,25,22,26,253,-1,-14.229249011857707,801
121260104,810,1007298,80009,1022296,1026857,998408,1014130,1007219,1453,1800,25,35,26,34,347,2,20.7492795389049,801
121260104,810,1007298,80009,1022296,1026857,1014130,1007219,80343,1800,2400,35,49,34,41,600,7,42.0,801
121260104,801,1022294,1006558,1015271,1020223,1019205,1007301,80830,0,1513,0,27,0,27,1513,0,0.0,810
121260104,801,1006558,1015271,1016033,1020223,1029529,1019205,80830,1513,1961,27,36,27,39,448,-3,-24.107142857142854,810
121260104,801,1006558,1015271,1016033,1020223,1029529,1019205,1007301,1961,2007,36,36,39,41,46,-2,-156.52173913043478,810
121260104,801,1022294,1006558,1016033,1020223,1029529,1019205,1007301,2007,2078,36,36,41,42,71,-1,-50.70422535211267,810
121260104,801,1022294,1015271,1006558,1020223,1029529,1019205,1007301,2078,2094,36,36,42,42,16,0,0.0,810
121260104,801,1022294,1015271,1016033,1020223,1029529,1019205,1007301,2094,2135,36,38,42,43,41,1,87.80487804878048,810
121260104,801,1022294,1006558,1015271,1020223,1029529,1019205,1007301,2135,2159,38,39,43,43,24,1,150.0,810
121260104,801,1022294,1006558,1015271,1020223,1029529,1019205,80830,2159,2206,39,39,43,45,47,-2,-153.19148936170214,810
121260104,801,1022294,1006558,1015271,1020223,1019205,1007301,80830,2206,2400,39,41,45,49,194,-2,-37.113402061855666,810
