matchId,playerId,firstname,surname,displayName,shortDisplayName,squadId
122050202,1022763,Jemma,Donoghue,J.Donoghue,"Donoghue, J",8118
122050202,1019169,Sophie,Dwyer,S.Dwyer,"Dwyer, S",8118
122050202,1028036,Charli,Fidler,C.Fidler,"Fidler, C",8118
122050202,1009743,Angelina,Frketic,A.Frketic,"Frketic, A",8118
122050202,995217,Maddie,Hay,M.Hay,"Hay, M",8118
122050202,1013629,Matisse,Letherbarrow,M.Letherbarrow,"Letherbarrow, M",8118
122050202,1013638,Matilda,McDonell,M.McDonell,"McDonell, M",8118
122050202,1001803,Lauren,Moore,L.Moore,"Moore, L",8118
122050202,1028096,Erin,O'Brien,E.O'Brien,"O'Brien, E",8118
122050202,80701,Jamie-Lee,Price,J.Price,"Price, J",8118
122050202,1022764,Amy,Sligar,A.Sligar,"Sligar, A",8118
122050202,1028095,Natalie,Sligar,N.Sligar,"Sligar, N",8118
122050202,1016035,Ruby,Bakewell-Doran,R.Bakewell-Doran,"Bakewell-Doran, R",807
122050202,1029512,Olivia,Dijkstra,O.Dijkstra,"Dijkstra, O",807
122050202,1004472,Lara,Dunkley,L.Dunkley,"Dunkley, L",807
122050202,1015274,Macy,Gardner,M.Gardner,"Gardner, M",807
122050202,1029513,Remi,Kamo,R.Kamo,"Kamo, R",807
122050202,1029501,Emily,Moore,E.Moore,"Moore, E",807
122050202,80833,Kim,Ravaillion,K.Ravaillion,"Ravaillion, K",807
122050202,1029985,Isabelle,Shearer,I.Shearer,"Shearer, I",807
122050202,991905,Gabi,Simpson,G.Simpson,"Simpson, G",807
122050202,1001703,Ashlee,Unie,A.Unie,"Unie, A",807
122050202,1019380,Hulita,Veve,H.Veve,"Veve, H",807
122050202,1021253,Donnell,Wallam,D.Wallam,"Wallam, D",807
