matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
122050202,807,8118,37.0,5.0,37.0,5.0,2.0,3.0,0.0,0.0,3.0,33.0,68.0,25.0,0.0,0.0,11.0,11.0,40.0,53.0,10.0,50.0,18.0,33.0,2.0,33.0,42.0,7.0,33.0,2.0,35.0,28.0,5.0,2.0,3.0,8.0,4.0,29.0,234.5,12.0,1.0,37.0,4.0,37.0,22.0,4.0,27.0,48.0,0.0,0.0,40.0,14.0,2.0,62.0,93.0,56.451612903225815,70.49180327868852,-14.040190375462707
122050202,8118,807,41.0,7.0,41.0,7.0,0.0,4.0,0.0,0.0,0.0,34.0,78.0,30.0,3.0,3.0,11.0,14.0,41.0,56.0,8.0,63.0,13.0,38.0,5.0,36.0,48.0,5.0,38.0,5.0,43.0,31.0,5.0,7.0,8.0,3.0,2.0,40.0,288.0,12.0,1.0,42.0,9.0,48.0,15.0,4.0,27.0,52.0,0.0,0.0,50.0,5.0,2.0,61.0,91.5,70.49180327868852,56.451612903225815,14.040190375462707
