matchId,squadId,playerId,period,periodSeconds,distanceCode,positionCode,scoreName,scorePoints,matchSeconds,homeSquadScore,awaySquadScore,scoreDifferential
117060101,806,999128,1,0,0,1,goal,1,0,1,0,1
117060101,806,1013431,1,0,0,0,miss,0,0,1,0,1
117060101,8117,80475,1,60,0,0,miss,0,60,1,0,1
117060101,8117,1001357,1,66,1,1,goal,1,66,1,1,0
117060101,8117,1001357,1,107,3,3,goal,1,107,1,2,-1
117060101,8117,1001357,1,132,0,1,goal,1,132,1,3,-2
117060101,806,999128,1,160,0,1,goal,1,160,2,3,-1
117060101,8117,1001357,1,176,0,2,miss,0,176,2,3,-1
117060101,806,1013431,1,196,3,3,goal,1,196,3,3,0
117060101,806,999128,1,215,0,0,goal,1,215,4,3,1
117060101,8117,1001357,1,245,3,3,goal,1,245,4,4,0
117060101,806,999128,1,262,0,1,goal,1,262,5,4,1
117060101,8117,80475,1,286,0,1,goal,1,286,5,5,0
117060101,806,999128,1,305,3,3,goal,1,305,6,5,1
117060101,8117,80475,1,368,3,0,goal,1,368,6,6,0
117060101,806,1013431,1,387,0,2,miss,0,387,6,6,0
117060101,806,1013431,1,400,0,1,goal,1,400,7,6,1
117060101,8117,1001357,1,421,3,1,goal,1,421,7,7,0
117060101,806,1013431,1,442,0,2,miss,0,442,7,7,0
117060101,806,1013431,1,462,0,1,miss,0,462,7,7,0
117060101,806,1013431,1,474,3,3,goal,1,474,8,7,1
117060101,806,999128,1,511,3,1,goal,1,511,9,7,2
117060101,806,1013431,1,537,1,0,2pt Goal,2,537,11,7,4
117060101,806,1013431,2,17,3,3,goal,1,617,12,7,5
117060101,8117,80475,2,55,3,3,goal,1,655,12,8,4
117060101,806,1013431,2,85,0,1,goal,1,685,13,8,5
117060101,806,1013431,2,128,3,1,goal,1,728,14,8,6
117060101,806,1013431,2,146,3,1,goal,1,746,15,8,7
117060101,8117,1001357,2,167,0,2,goal,1,767,15,9,6
117060101,806,999128,2,186,0,2,miss,0,786,15,9,6
117060101,806,999128,2,196,0,0,goal,1,796,16,9,7
117060101,8117,80475,2,212,1,1,goal,1,812,16,10,6
117060101,806,999128,2,242,0,2,goal,1,842,17,10,7
117060101,8117,1001357,2,270,0,2,miss,0,870,17,10,7
117060101,806,1013431,2,306,3,1,goal,1,906,18,10,8
117060101,806,1013431,2,322,1,1,goal,1,922,19,10,9
117060101,8117,80475,2,341,1,1,goal,1,941,19,11,8
117060101,806,1013431,2,365,0,2,goal,1,965,20,11,9
117060101,806,999128,2,400,0,0,goal,1,1000,21,11,10
117060101,806,1013431,2,425,0,0,miss,0,1025,21,11,10
117060101,8117,1001357,2,460,0,2,goal,1,1060,21,12,9
117060101,8117,80475,2,474,1,0,2pt Goal,2,1074,21,14,7
117060101,806,999128,2,492,1,2,2pt Goal,2,1092,23,14,9
117060101,8117,1001357,2,555,0,2,miss,0,1155,23,14,9
117060101,806,999128,2,571,1,2,2pt Miss,0,1171,23,14,9
117060101,806,1013675,3,34,0,1,goal,1,1234,24,14,10
117060101,8117,1022298,3,72,0,0,goal,1,1272,24,15,9
117060101,806,1013675,3,98,0,2,goal,1,1298,25,15,10
117060101,8117,1022298,3,122,0,0,goal,1,1322,25,16,9
117060101,806,1013675,3,143,3,1,goal,1,1343,26,16,10
117060101,8117,1022298,3,159,0,2,goal,1,1359,26,17,9
117060101,806,999128,3,212,0,1,miss,0,1412,26,17,9
117060101,806,999128,3,217,0,1,goal,1,1417,27,17,10
117060101,8117,1022298,3,243,1,1,goal,1,1443,27,18,9
117060101,8117,1022298,3,288,3,3,goal,1,1488,27,19,8
117060101,8117,80475,3,305,1,2,goal,1,1505,27,20,7
117060101,8117,1022298,3,325,0,0,goal,1,1525,27,21,6
117060101,8117,1022298,3,342,0,2,goal,1,1542,27,22,5
117060101,806,1013675,3,362,0,1,goal,1,1562,28,22,6
117060101,8117,1022298,3,386,0,0,goal,1,1586,28,23,5
117060101,8117,1022298,3,417,0,1,miss,0,1617,28,23,5
117060101,806,999128,3,434,0,1,goal,1,1634,29,23,6
117060101,8117,1022298,3,465,1,0,2pt Goal,2,1665,29,25,4
117060101,8117,80475,3,503,1,1,2pt Goal,2,1703,29,27,2
117060101,8117,1022298,3,522,1,2,2pt Goal,2,1722,29,29,0
117060101,806,1013675,3,547,0,0,miss,0,1747,29,29,0
117060101,806,999128,3,552,0,1,goal,1,1752,30,29,1
117060101,8117,1022298,3,571,1,1,2pt Goal,2,1771,30,31,-1
117060101,806,1013675,3,589,3,3,goal,1,1789,31,31,0
117060101,8117,80475,3,600,1,1,2pt Goal,2,1800,31,33,-2
117060101,806,1013675,4,14,0,0,goal,1,1814,32,33,-1
