matchId,playerId,squadId,minutesPlayed,oppSquadId
117060101,999128,806,38.666666666666664,8117
117060101,1013431,806,21.783333333333335,8117
117060101,80574,806,40.0,8117
117060101,80439,806,26.15,8117
117060101,1009742,806,34.733333333333334,8117
117060101,1003784,806,40.0,8117
117060101,998404,806,29.3,8117
117060101,1014127,806,19.116666666666667,8117
117060101,1007299,806,10.7,8117
117060101,1013675,806,19.55,8117
117060101,1001357,8117,20.0,806
117060101,80475,8117,40.0,806
117060101,80296,8117,23.85,806
117060101,1000831,8117,26.15,806
117060101,1001703,8117,32.06666666666667,806
117060101,80440,8117,34.833333333333336,806
117060101,1001920,8117,31.483333333333334,806
117060101,1025021,8117,7.15,806
117060101,1016036,8117,11.616666666666667,806
117060101,1022298,8117,20.0,806
117060101,1015543,8117,10.0,806
117060101,1022293,8117,22.85,806
