matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119950101,9490,9491,5,3,0,0,2,53,72,35,8,8,13,63,93,16,63,26,57,70,6,64,41,10,13,4,8,2,50,10,0,45,13,64,28,3,49,57,0,0,68,15,3.0,95.0,95.0,67.36842105263158,55.81395348837209,11.554467564259483
119950101,9491,9490,4,5,0,0,5,43,54,39,9,9,13,50,62,13,62,33,44,54,6,48,30,8,10,8,4,2,50,12,1,51,19,48,35,3,41,43,0,1,67,19,3.0,86.0,86.0,55.81395348837209,67.36842105263158,-11.554467564259483
