matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
113911205,801,8117,61.0,1.0,61.0,1.0,1.0,5.0,1.0,3.0,1.0,51.0,73.0,51.0,1.0,1.0,10.0,11.0,53.0,76.0,13.0,69.0,24.0,59.0,1.0,52.0,62.0,2.0,59.0,1.0,60.0,43.0,9.0,8.0,10.0,9.0,1.0,0.0,324.5,13.0,4.0,65.0,14.0,61.0,25.0,2.0,50.0,0.0,57.0,11.0,0.0,88.0,88.0,68.18181818181817,62.22222222222222,5.959595959595951
113911205,8117,801,58.0,6.0,58.0,6.0,5.0,5.0,3.0,1.0,1.0,50.0,68.0,44.0,3.0,3.0,15.0,18.0,61.0,85.0,14.0,71.0,22.0,52.0,4.0,53.0,64.0,8.0,52.0,4.0,56.0,40.0,10.0,6.0,8.0,10.0,4.0,25.0,338.5,6.0,1.0,50.0,10.0,60.0,26.0,1.0,50.0,0.0,55.0,14.0,2.0,90.0,90.0,62.22222222222222,68.18181818181817,-5.959595959595951
