matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
90841103,810,80113,80009,80301,80572,80152,80133,80530,0,1629,0,25,0,20,1629,5,11.049723756906078
90841103,810,80113,80009,993360,80572,80152,80133,80530,1629,2529,25,37,20,35,900,-3,-12.0
90841103,810,80113,80009,80572,993360,80152,80133,80530,2529,2778,37,39,35,40,249,-3,-43.373493975903614
90841103,810,80113,80009,80301,80572,80152,80343,80530,2778,3119,39,41,40,49,341,-7,-73.90029325513196
90841103,810,80113,80009,80301,80572,80152,80133,80530,3119,3699,41,47,49,58,580,-3,-18.620689655172413
90841103,806,80052,80072,80178,991904,80470,80038,80048,0,922,0,11,0,13,922,-2,-7.809110629067245
90841103,806,80052,80072,80178,80069,80470,80038,80048,922,1629,11,20,13,25,707,-3,-15.275813295615276
90841103,806,80052,80072,80069,80178,80470,80038,80048,1629,1842,20,24,25,29,213,0,0.0
90841103,806,80052,80072,80178,80069,80470,80038,80048,1842,3589,24,56,29,47,1747,14,28.84945621064682
90841103,806,80052,80072,80178,991904,80470,80038,80048,3589,3699,56,58,47,47,110,2,65.45454545454545
