matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,badHandsPer60,badPassesPer60,blockedPer60,blocksPer60,breaksPer60,centrePassReceivesPer60,contactPenaltiesPer60,defensiveReboundsPer60,deflectionsPer60,feedsPer60,gainPer60,goalAssistsPer60,goalAttemptsPer60,goalMissesPer60,goalsPer60,interceptsPer60,missedGoalTurnoverPer60,obstructionPenaltiesPer60,offensiveReboundsPer60,offsidesPer60,penaltiesPer60,pickupsPer60,reboundsPer60,tossUpWinPer60,turnoversPer60,plusMinus,plusMinusPer60
93550106,843,7254,80706,1,1,0,0,0,4,2,0,0,7,1,7,17,1,16,1,0,0,1,0,2,2,1,0,7,30.95,1.938610662358643,1.938610662358643,0.0,0.0,0.0,7.754442649434572,3.877221324717286,0.0,0.0,13.5702746365105,1.938610662358643,13.5702746365105,32.95638126009693,1.938610662358643,31.017770597738288,1.938610662358643,0.0,0.0,1.938610662358643,0.0,3.877221324717286,3.877221324717286,1.938610662358643,0.0,13.5702746365105,32.0,62.035541195476576
93550106,843,7254,80707,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,1,0,0,9,0,0,0,0,30.716666666666665,0.0,0.0,0.0,0.0,0.0,0.0,15.626695604991863,0.0,0.0,0.0,7.813347802495931,0.0,0.0,0.0,0.0,7.813347802495931,0.0,1.9533369506239828,0.0,0.0,17.580032555615844,0.0,0.0,0.0,0.0,28.0,54.69343461747152
93550106,843,7254,80708,0,0,0,0,0,0,4,0,2,2,1,1,0,0,0,1,0,1,0,0,5,3,0,0,0,30.95,0.0,0.0,0.0,0.0,0.0,0.0,7.754442649434572,0.0,3.877221324717286,3.877221324717286,1.938610662358643,1.938610662358643,0.0,0.0,0.0,1.938610662358643,0.0,1.938610662358643,0.0,0.0,9.693053311793214,5.815831987075929,0.0,0.0,0.0,32.0,62.035541195476576
93550106,843,7254,80709,2,1,0,0,0,13,2,0,0,24,1,16,5,1,4,1,0,0,0,0,2,0,0,0,4,30.716666666666665,3.9066739012479657,1.9533369506239828,0.0,0.0,0.0,25.393380358111777,3.9066739012479657,0.0,0.0,46.880086814975584,1.9533369506239828,31.253391209983725,9.766684753119915,1.9533369506239828,7.813347802495931,1.9533369506239828,0.0,0.0,0.0,0.0,3.9066739012479657,0.0,0.0,0.0,7.813347802495931,28.0,54.69343461747152
93550106,843,7254,80710,0,0,0,0,0,0,2,0,0,1,0,0,22,4,18,0,0,0,1,0,2,0,1,0,2,20.683333333333334,0.0,0.0,0.0,0.0,0.0,0.0,5.801772763900081,0.0,0.0,2.9008863819500403,0.0,0.0,63.819500402900886,11.603545527800161,52.21595487510073,0.0,0.0,0.0,2.9008863819500403,0.0,5.801772763900081,0.0,2.9008863819500403,0.0,5.801772763900081,24.0,69.62127316680096
93550106,843,7254,80811,0,0,0,0,0,0,2,0,2,1,5,1,0,0,0,4,0,0,0,0,2,0,0,0,0,20.683333333333334,0.0,0.0,0.0,0.0,0.0,0.0,5.801772763900081,0.0,5.801772763900081,2.9008863819500403,14.504431909750203,2.9008863819500403,0.0,0.0,0.0,11.603545527800161,0.0,0.0,0.0,0.0,5.801772763900081,0.0,0.0,0.0,0.0,24.0,69.62127316680096
93550106,843,7254,992973,0,1,0,0,0,2,0,0,0,14,0,4,0,0,0,0,0,2,0,0,2,0,0,0,1,30.95,0.0,1.938610662358643,0.0,0.0,0.0,3.877221324717286,0.0,0.0,0.0,27.140549273021,0.0,7.754442649434572,0.0,0.0,0.0,0.0,0.0,3.877221324717286,0.0,0.0,3.877221324717286,0.0,0.0,0.0,1.938610662358643,32.0,62.035541195476576
93550106,843,7254,992995,0,0,0,1,0,2,2,0,1,0,3,0,0,0,0,3,0,4,0,0,6,0,0,0,0,20.3,0.0,0.0,0.0,2.955665024630542,0.0,5.911330049261084,5.911330049261084,0.0,2.955665024630542,0.0,8.866995073891626,0.0,0.0,0.0,0.0,8.866995073891626,0.0,11.822660098522167,0.0,0.0,17.733990147783253,0.0,0.0,0.0,0.0,12.0,35.467980295566505
93550106,843,7254,993470,0,0,0,0,0,2,1,0,0,1,0,1,15,3,12,0,0,1,0,0,2,0,0,0,2,20.3,0.0,0.0,0.0,0.0,0.0,5.911330049261084,2.955665024630542,0.0,0.0,2.955665024630542,0.0,2.955665024630542,44.33497536945813,8.866995073891626,35.467980295566505,0.0,0.0,2.955665024630542,0.0,0.0,5.911330049261084,0.0,0.0,0.0,5.911330049261084,12.0,35.467980295566505
93550106,843,7254,996943,0,0,0,0,0,2,5,0,0,3,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,10.033333333333333,0.0,0.0,0.0,0.0,0.0,11.960132890365449,29.900332225913623,0.0,0.0,17.940199335548172,0.0,5.980066445182724,0.0,0.0,0.0,0.0,0.0,5.980066445182724,0.0,0.0,35.880398671096344,0.0,0.0,0.0,0.0,4.0,23.920265780730897
93550106,843,7254,998939,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,10.033333333333333,0.0,0.0,0.0,0.0,0.0,5.980066445182724,5.980066445182724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.960132890365449,0.0,0.0,17.940199335548172,0.0,0.0,0.0,0.0,4.0,23.920265780730897
93550106,843,7254,998940,0,0,0,0,0,3,4,0,0,12,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,20.3,0.0,0.0,0.0,0.0,0.0,8.866995073891626,11.822660098522167,0.0,0.0,35.467980295566505,0.0,17.733990147783253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.822660098522167,0.0,0.0,0.0,0.0,12.0,35.467980295566505
93550106,7254,843,994724,1,0,0,0,0,0,4,2,2,0,4,0,7,2,5,2,0,1,1,1,5,0,3,0,2,40.983333333333334,1.464009760065067,0.0,0.0,0.0,0.0,0.0,5.856039040260268,2.928019520130134,2.928019520130134,0.0,5.856039040260268,0.0,10.248068320455468,2.928019520130134,7.320048800325335,2.928019520130134,0.0,1.464009760065067,1.464009760065067,1.464009760065067,7.320048800325335,0.0,4.392029280195201,0.0,2.928019520130134,-36.0,-52.704351362342415
93550106,7254,843,994756,0,1,0,0,0,7,5,1,1,0,3,0,0,0,0,2,0,3,0,0,8,1,1,0,1,40.983333333333334,0.0,1.464009760065067,0.0,0.0,0.0,10.248068320455468,7.320048800325335,1.464009760065067,1.464009760065067,0.0,4.392029280195201,0.0,0.0,0.0,0.0,2.928019520130134,0.0,4.392029280195201,0.0,0.0,11.712078080520536,1.464009760065067,1.464009760065067,0.0,1.464009760065067,-36.0,-52.704351362342415
93550106,7254,843,994759,0,2,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,40.983333333333334,0.0,2.928019520130134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64009760065067,0.0,2.928019520130134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.464009760065067,0.0,0.0,0.0,0.0,7.320048800325335,-36.0,-52.704351362342415
93550106,7254,843,994760,3,0,0,0,0,5,3,0,0,12,0,1,0,0,0,0,0,1,0,0,4,0,0,0,5,40.983333333333334,4.392029280195201,0.0,0.0,0.0,0.0,7.320048800325335,4.392029280195201,0.0,0.0,17.568117120780805,0.0,1.464009760065067,0.0,0.0,0.0,0.0,0.0,1.464009760065067,0.0,0.0,5.856039040260268,0.0,0.0,0.0,7.320048800325335,-36.0,-52.704351362342415
93550106,7254,843,994761,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,10.033333333333333,0.0,0.0,0.0,0.0,0.0,11.960132890365449,5.980066445182724,0.0,5.980066445182724,0.0,5.980066445182724,0.0,0.0,0.0,0.0,5.980066445182724,0.0,5.980066445182724,0.0,0.0,11.960132890365449,0.0,0.0,0.0,0.0,-4.0,-23.920265780730897
93550106,7254,843,997464,1,0,0,0,0,5,3,0,0,9,0,2,7,3,4,0,0,0,1,0,3,1,1,0,2,40.983333333333334,1.464009760065067,0.0,0.0,0.0,0.0,7.320048800325335,4.392029280195201,0.0,0.0,13.176087840585604,0.0,2.928019520130134,10.248068320455468,4.392029280195201,5.856039040260268,0.0,0.0,0.0,1.464009760065067,0.0,4.392029280195201,1.464009760065067,1.464009760065067,0.0,2.928019520130134,-36.0,-52.704351362342415
93550106,7254,843,997465,4,1,0,0,0,9,2,0,0,0,2,0,0,0,0,2,0,3,0,0,5,0,0,0,7,30.95,7.754442649434572,1.938610662358643,0.0,0.0,0.0,17.447495961227787,3.877221324717286,0.0,0.0,0.0,3.877221324717286,0.0,0.0,0.0,0.0,3.877221324717286,0.0,5.815831987075929,0.0,0.0,9.693053311793214,0.0,0.0,0.0,13.5702746365105,-32.0,-62.035541195476576
93550106,7254,843,998968,0,0,1,0,0,0,2,0,0,1,0,1,8,3,5,0,0,0,0,1,2,0,0,0,3,30.95,0.0,0.0,1.938610662358643,0.0,0.0,0.0,3.877221324717286,0.0,0.0,1.938610662358643,0.0,1.938610662358643,15.508885298869144,5.815831987075929,9.693053311793214,0.0,0.0,0.0,0.0,1.938610662358643,3.877221324717286,0.0,0.0,0.0,5.815831987075929,-32.0,-62.035541195476576
93550106,7254,843,998969,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,4,0,0,0,0,10.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,11.960132890365449,0.0,0.0,0.0,5.980066445182724,0.0,0.0,0.0,0.0,5.980066445182724,0.0,11.960132890365449,0.0,0.0,23.920265780730897,0.0,0.0,0.0,0.0,-4.0,-23.920265780730897
93550106,7254,843,999019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
