matchId,squadId,playerId,period,periodSeconds,distanceCode,positionCode,scoreName,scorePoints,matchSeconds,homeSquadScore,awaySquadScore,scoreDifferential
117070102,8119,1010545,1,24,3,3,goal,1,24,1,0,1
117070102,8119,1010545,1,57,0,2,goal,1,57,2,0,2
117070102,8119,1010545,1,72,3,3,goal,1,72,3,0,3
117070102,801,1001865,1,98,3,3,goal,1,98,3,1,2
117070102,8119,1014126,1,123,3,3,goal,1,123,4,1,3
117070102,801,1007306,1,145,3,1,goal,1,145,4,2,2
117070102,801,1007306,1,176,3,1,miss,0,176,4,2,2
117070102,8119,1014126,1,194,3,3,miss,0,194,4,2,2
117070102,801,1001865,1,280,3,1,goal,1,280,4,3,1
117070102,801,1001865,1,297,3,3,goal,1,297,4,4,0
117070102,8119,1010545,1,318,0,1,goal,1,318,5,4,1
117070102,801,1007306,1,344,3,3,goal,1,344,5,5,0
117070102,8119,1010545,1,370,3,3,goal,1,370,6,5,1
117070102,801,1001865,1,394,3,1,goal,1,394,6,6,0
117070102,801,1001865,1,439,3,1,goal,1,439,6,7,-1
117070102,801,1007306,1,463,1,1,2pt Miss,0,463,6,7,-1
117070102,801,1001865,1,487,0,0,goal,1,487,6,8,-2
117070102,8119,1001711,1,509,1,1,2pt Miss,0,509,6,8,-2
117070102,801,1001865,1,529,0,2,goal,1,529,6,9,-3
117070102,801,1001865,1,552,3,1,goal,1,552,6,10,-4
117070102,8119,1001711,1,568,3,1,goal,1,568,7,10,-3
117070102,801,1001865,1,599,0,1,goal,1,599,7,11,-4
117070102,801,1007306,2,41,0,0,goal,1,641,7,12,-5
117070102,801,1001865,2,96,0,0,goal,1,696,7,13,-6
117070102,801,1001865,2,127,0,2,goal,1,727,7,14,-7
117070102,801,1007306,2,148,0,0,goal,1,748,7,15,-8
117070102,8119,1014126,2,171,0,1,goal,1,771,8,15,-7
117070102,801,1007306,2,219,1,2,miss,0,819,8,15,-7
117070102,801,1001865,2,225,0,0,goal,1,825,8,16,-8
117070102,8119,1001711,2,240,0,0,goal,1,840,9,16,-7
117070102,801,1001865,2,259,3,1,goal,1,859,9,17,-8
117070102,8119,1014126,2,285,0,1,goal,1,885,10,17,-7
117070102,8119,1001711,2,325,0,1,goal,1,925,11,17,-6
117070102,801,1001865,2,372,3,3,goal,1,972,11,18,-7
117070102,801,1001865,2,413,0,1,miss,0,1013,11,18,-7
117070102,801,1007306,2,424,0,1,goal,1,1024,11,19,-8
117070102,8119,1014126,2,460,1,1,2pt Miss,0,1060,11,19,-8
117070102,8119,1014126,2,476,1,1,2pt Goal,2,1076,13,19,-6
117070102,801,1001865,2,515,3,3,goal,1,1115,13,20,-7
117070102,8119,1014126,2,541,1,0,2pt Miss,0,1141,13,20,-7
117070102,801,1001865,2,558,0,2,goal,1,1158,13,21,-8
117070102,801,1007306,2,593,1,2,2pt Goal,2,1193,13,23,-10
117070102,801,1001865,3,11,3,3,goal,1,1211,13,24,-11
117070102,8119,1001711,3,38,0,1,miss,0,1238,13,24,-11
117070102,801,1015271,3,73,0,1,goal,1,1273,13,25,-12
117070102,801,1001865,3,91,0,0,goal,1,1291,13,26,-13
117070102,8119,1010545,3,106,3,3,goal,1,1306,14,26,-12
117070102,801,1001865,3,122,0,1,goal,1,1322,14,27,-13
117070102,8119,1010545,3,147,0,1,goal,1,1347,15,27,-12
117070102,801,1015271,3,171,0,1,goal,1,1371,15,28,-13
117070102,8119,1010545,3,196,0,1,goal,1,1396,16,28,-12
117070102,801,1015271,3,222,0,0,miss,0,1422,16,28,-12
117070102,801,1015271,3,261,0,1,miss,0,1461,16,28,-12
117070102,801,1015271,3,268,0,1,goal,1,1468,16,29,-13
117070102,8119,1010545,3,284,0,1,goal,1,1484,17,29,-12
117070102,801,1001865,3,300,3,3,goal,1,1500,17,30,-13
117070102,8119,1010545,3,326,3,3,goal,1,1526,18,30,-12
117070102,8119,1010545,3,363,0,1,goal,1,1563,19,30,-11
117070102,801,1015271,3,424,1,1,2pt Goal,2,1624,19,32,-13
117070102,801,1015271,3,456,3,1,goal,1,1656,19,33,-14
117070102,801,1007306,3,494,1,0,2pt Goal,2,1694,19,35,-16
117070102,801,1007306,3,584,3,1,goal,1,1784,19,36,-17
117070102,801,1001865,4,52,0,0,goal,1,1852,19,37,-18
117070102,8119,1010545,4,65,0,1,goal,1,1865,20,37,-17
117070102,801,1001865,4,85,0,1,goal,1,1885,20,38,-18
117070102,8119,1001711,4,108,0,1,goal,1,1908,21,38,-17
117070102,8119,1010545,4,143,0,2,goal,1,1943,22,38,-16
117070102,8119,1010545,4,157,3,3,goal,1,1957,23,38,-15
117070102,8119,1001711,4,221,0,2,goal,1,2021,24,38,-14
117070102,8119,1010545,4,235,3,3,goal,1,2035,25,38,-13
117070102,8119,1010545,4,258,0,2,goal,1,2058,26,38,-12
117070102,8119,1010545,4,280,0,0,goal,1,2080,27,38,-11
117070102,801,1001865,4,297,0,0,goal,1,2097,27,39,-12
117070102,8119,1001711,4,321,0,1,miss,0,2121,27,39,-12
117070102,8119,1001711,4,325,0,2,goal,1,2125,28,39,-11
117070102,8119,1010545,4,362,0,1,goal,1,2162,29,39,-10
117070102,8119,1010545,4,396,0,1,goal,1,2196,30,39,-9
117070102,801,1001865,4,419,0,1,goal,1,2219,30,40,-10
117070102,8119,1014126,4,454,1,1,2pt Miss,0,2254,30,40,-10
117070102,801,1015271,4,469,1,1,2pt Goal,2,2269,30,42,-12
117070102,801,1007306,4,506,1,2,2pt Goal,2,2306,30,44,-14
117070102,801,1015271,4,581,0,2,goal,1,2381,30,45,-15
