matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration
117070102,1001865,801,GS,0.0,S,1516.0,1516.0
117070102,1001865,801,S,1516.0,GS,1800.0,284.0
117070102,1001865,801,GS,1800.0,S,2227.0,427.0
117070102,1001865,801,S,2227.0,S,2400.0,173.0
117070102,1007306,801,GA,0.0,S,1200.0,1200.0
117070102,1007306,801,S,1200.0,GS,1516.0,316.0
117070102,1007306,801,GS,1516.0,S,1800.0,284.0
117070102,1007306,801,S,1800.0,GS,2227.0,427.0
117070102,1007306,801,GS,2227.0,GS,2400.0,173.0
117070102,1015271,801,WA,0.0,GA,1200.0,1200.0
117070102,1015271,801,GA,1200.0,GA,2400.0,1200.0
117070102,1016033,801,C,0.0,S,658.0,658.0
117070102,1016033,801,S,658.0,C,1200.0,542.0
117070102,1016033,801,C,1200.0,S,2010.0,810.0
117070102,1016033,801,S,2010.0,C,2060.0,50.0
117070102,1016033,801,C,2060.0,C,2400.0,340.0
117070102,999806,801,WD,0.0,S,600.0,600.0
117070102,999806,801,S,600.0,WD,1970.0,1370.0
117070102,999806,801,WD,1970.0,WD,2400.0,430.0
117070102,1007301,801,GD,0.0,S,1200.0,1200.0
117070102,1007301,801,S,1200.0,GD,1930.0,730.0
117070102,1007301,801,GD,1930.0,GD,2400.0,470.0
117070102,80830,801,GK,0.0,S,1930.0,1930.0
117070102,80830,801,S,1930.0,S,2400.0,470.0
117070102,1022294,801,S,0.0,S,2400.0,2400.0
117070102,1019168,801,S,0.0,WA,1200.0,1200.0
117070102,1019168,801,WA,1200.0,WA,2400.0,1200.0
117070102,1019205,801,S,0.0,WD,600.0,600.0
117070102,1019205,801,WD,600.0,GD,1200.0,600.0
117070102,1019205,801,GD,1200.0,GK,1930.0,730.0
117070102,1019205,801,GK,1930.0,GK,2400.0,470.0
117070102,1012933,801,S,0.0,S,2400.0,2400.0
117070102,1020223,801,S,0.0,C,658.0,658.0
117070102,1020223,801,C,658.0,WD,1200.0,542.0
117070102,1020223,801,WD,1200.0,S,1970.0,770.0
117070102,1020223,801,S,1970.0,C,2010.0,40.0
117070102,1020223,801,C,2010.0,S,2060.0,50.0
117070102,1020223,801,S,2060.0,S,2400.0,340.0
117070102,1010545,8119,GS,0.0,S,433.0,433.0
117070102,1010545,8119,S,433.0,GS,1200.0,767.0
117070102,1010545,8119,GS,1200.0,GS,2400.0,1200.0
117070102,1014126,8119,GA,0.0,S,600.0,600.0
117070102,1014126,8119,S,600.0,GA,773.0,173.0
117070102,1014126,8119,GA,773.0,S,1200.0,427.0
117070102,1014126,8119,S,1200.0,GA,2248.0,1048.0
117070102,1014126,8119,GA,2248.0,GA,2400.0,152.0
117070102,80575,8119,WA,0.0,GA,600.0,600.0
117070102,80575,8119,GA,600.0,C,773.0,173.0
117070102,80575,8119,C,773.0,S,977.0,204.0
117070102,80575,8119,S,977.0,C,1200.0,223.0
117070102,80575,8119,C,1200.0,WA,1840.0,640.0
117070102,80575,8119,WA,1840.0,WA,2400.0,560.0
117070102,1004473,8119,C,0.0,S,773.0,773.0
117070102,1004473,8119,S,773.0,C,977.0,204.0
117070102,1004473,8119,C,977.0,S,1200.0,223.0
117070102,1004473,8119,S,1200.0,WD,1663.0,463.0
117070102,1004473,8119,WD,1663.0,C,1840.0,177.0
117070102,1004473,8119,C,1840.0,C,2400.0,560.0
117070102,80299,8119,WD,0.0,S,1663.0,1663.0
117070102,80299,8119,S,1663.0,S,2400.0,737.0
117070102,1011747,8119,GD,0.0,S,1200.0,1200.0
117070102,1011747,8119,S,1200.0,WD,1846.0,646.0
117070102,1011747,8119,WD,1846.0,WD,2400.0,554.0
117070102,80010,8119,GK,0.0,GK,2400.0,2400.0
117070102,1001711,8119,S,0.0,GS,433.0,433.0
117070102,1001711,8119,GS,433.0,GA,1200.0,767.0
117070102,1001711,8119,GA,1200.0,S,1644.0,444.0
117070102,1001711,8119,S,1644.0,GA,1894.0,250.0
117070102,1001711,8119,GA,1894.0,S,2248.0,354.0
117070102,1001711,8119,S,2248.0,S,2400.0,152.0
117070102,994225,8119,S,0.0,WA,600.0,600.0
117070102,994225,8119,WA,600.0,WD,1840.0,1240.0
117070102,994225,8119,WD,1840.0,S,1846.0,6.0
117070102,994225,8119,S,1846.0,S,2400.0,554.0
117070102,1001716,8119,S,0.0,GD,1200.0,1200.0
117070102,1001716,8119,GD,1200.0,GD,2400.0,1200.0
117070102,1015270,8119,S,0.0,GA,1644.0,1644.0
117070102,1015270,8119,GA,1644.0,S,1894.0,250.0
117070102,1015270,8119,S,1894.0,S,2400.0,506.0
117070102,1014129,8119,S,0.0,S,2400.0,2400.0
