matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
117070102,8119,1010545,1014126,80575,1004473,80299,1011747,80010,0.0,433.0,0,6,0,6,433.0,0,0.0
117070102,8119,1001711,1014126,80575,1004473,80299,1011747,80010,433.0,600.0,6,7,6,11,167.0,-4,-86.22754491017965
117070102,8119,1001711,80575,994225,1004473,80299,1011747,80010,600.0,773.0,7,8,11,15,173.0,-3,-62.42774566473989
117070102,8119,1001711,1014126,994225,80575,80299,1011747,80010,773.0,977.0,8,11,15,18,204.0,0,0.0
117070102,8119,1001711,1014126,994225,1004473,80299,1011747,80010,977.0,1200.0,11,13,18,23,223.0,-3,-48.4304932735426
117070102,8119,1010545,1001711,994225,80575,80299,1001716,80010,1200.0,1644.0,13,19,23,32,444.0,-3,-24.324324324324323
117070102,8119,1010545,1015270,994225,80575,80299,1001716,80010,1644.0,1663.0,19,19,32,33,19.0,-1,-189.47368421052633
117070102,8119,1010545,1015270,994225,80575,1004473,1001716,80010,1663.0,1840.0,19,19,33,36,177.0,-3,-61.01694915254237
117070102,8119,1010545,1015270,80575,1004473,994225,1001716,80010,1840.0,1846.0,19,19,36,36,6.0,0,0.0
117070102,8119,1010545,1015270,80575,1004473,1011747,1001716,80010,1846.0,1894.0,19,20,36,38,48.0,-1,-75.0
117070102,8119,1010545,1001711,80575,1004473,1011747,1001716,80010,1894.0,2248.0,20,30,38,40,354.0,8,81.35593220338983
117070102,8119,1010545,1014126,80575,1004473,1011747,1001716,80010,2248.0,2400.0,30,30,40,45,152.0,-5,-118.42105263157896
117070102,801,1001865,1007306,1015271,1016033,999806,1007301,80830,0.0,600.0,0,11,0,7,600.0,4,24.0
117070102,801,1001865,1007306,1015271,1016033,1019205,1007301,80830,600.0,658.0,11,12,7,7,58.0,1,62.06896551724138
117070102,801,1001865,1007306,1015271,1020223,1019205,1007301,80830,658.0,1200.0,12,23,7,13,542.0,5,33.21033210332103
117070102,801,1001865,1015271,1019168,1016033,1020223,1019205,80830,1200.0,1516.0,23,30,13,17,316.0,3,34.17721518987342
117070102,801,1007306,1015271,1019168,1016033,1020223,1019205,80830,1516.0,1800.0,30,36,17,19,284.0,4,50.70422535211267
117070102,801,1001865,1015271,1019168,1016033,1020223,1019205,80830,1800.0,1930.0,36,38,19,21,130.0,0,0.0
117070102,801,1001865,1015271,1019168,1016033,1020223,1007301,1019205,1930.0,1970.0,38,38,21,23,40.0,-2,-180.0
117070102,801,1001865,1015271,1019168,1016033,999806,1007301,1019205,1970.0,2010.0,38,38,23,23,40.0,0,0.0
117070102,801,1001865,1015271,1019168,1020223,999806,1007301,1019205,2010.0,2060.0,38,38,23,26,50.0,-3,-216.0
117070102,801,1001865,1015271,1019168,1016033,999806,1007301,1019205,2060.0,2227.0,38,40,26,30,167.0,-2,-43.11377245508982
117070102,801,1007306,1015271,1019168,1016033,999806,1007301,1019205,2227.0,2400.0,40,45,30,30,173.0,5,104.04624277456648
