matchId,squadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80050603,805,1,0,1,0,0,2,15,20,0,2,14,0,10,17,1,16,0,0,0,0,1,20,3,0,0,3,20,79.20792079207921,80.0,85.0,-5.0
80050603,805,2,2,0,0,0,0,10,17,0,4,9,0,2,13,3,10,2,0,3,0,3,20,2,0,0,6,19,75.0,52.63157894736842,72.72727272727273,-20.095693779904316
80050603,805,3,0,1,0,1,0,14,14,1,1,17,0,6,19,4,15,1,0,2,2,0,16,1,3,0,3,20,79.12087912087912,75.0,55.00000000000001,19.999999999999993
80050603,805,4,1,3,0,0,0,13,14,0,0,10,0,6,13,2,11,4,0,3,0,0,17,1,0,0,7,20,79.29515418502203,55.00000000000001,73.91304347826086,-18.913043478260853
80050603,808,1,0,1,0,0,0,15,14,1,0,16,0,7,19,2,17,1,0,3,1,0,17,2,2,0,2,20,79.20792079207921,85.0,80.0,5.0
80050603,808,2,0,2,0,0,1,11,15,2,3,17,0,9,21,5,16,2,0,6,3,0,21,3,5,0,4,22,86.8421052631579,72.72727272727273,52.63157894736842,20.095693779904316
80050603,808,3,1,1,1,0,0,11,10,1,1,10,0,6,14,3,11,2,0,9,1,0,19,1,2,0,7,20,79.12087912087912,55.00000000000001,75.0,-19.999999999999993
80050603,808,4,1,1,0,0,0,12,9,2,3,19,0,13,17,0,17,1,0,0,0,0,9,1,2,0,6,23,91.18942731277534,73.91304347826086,55.00000000000001,18.913043478260853
