matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
117070302,810,8119,45.0,4.0,45.0,4.0,1.0,2.0,0.0,0.0,0.0,35.0,74.0,32.0,1.0,1.0,7.0,8.0,46.0,61.0,9.0,56.0,16.0,42.0,4.0,43.0,49.0,3.0,42.0,4.0,46.0,31.0,5.0,10.0,7.0,5.0,1.0,67.0,243.5,12.0,1.0,44.0,3.0,50.0,17.0,5.0,51.0,0.0,83.0,7.0,2.0,64.0,96.0,71.875,55.223880597014926,16.651119402985074
117070302,8119,810,39.0,6.0,39.0,6.0,3.0,3.0,0.0,0.0,1.0,40.0,62.0,38.0,2.0,2.0,2.0,4.0,43.0,61.0,10.0,60.0,16.0,34.0,3.0,35.0,45.0,8.0,34.0,3.0,37.0,26.0,6.0,5.0,5.0,7.0,5.0,13.0,180.5,7.0,3.0,45.0,4.0,40.0,21.0,2.0,49.0,0.0,71.0,12.0,1.0,67.0,100.5,55.223880597014926,71.875,-16.651119402985074
