matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630901,803,4,4,0,0,0,46,40,4,15,65,9,17,58,11,47,34,7,6,5,0,17,5,4,57,9,9,55,0,16,69,67.62864143751702,68.11594202898551,65.27777777777779,2.838164251207729
95630901,806,2,2,0,0,1,45,58,5,10,53,13,32,55,8,47,29,9,9,8,0,30,1,0,89,11,6,45,0,18,72,70.56901715219166,65.27777777777779,68.11594202898551,-2.838164251207729
