matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,badHandsPer60,badPassesPer60,blockedPer60,blocksPer60,breaksPer60,centrePassReceivesPer60,contactPenaltiesPer60,defensiveReboundsPer60,deflectionsPer60,feedsPer60,gainPer60,goalAssistsPer60,goalAttemptsPer60,goalMissesPer60,goalsPer60,interceptsPer60,missedGoalTurnoverPer60,obstructionPenaltiesPer60,offensiveReboundsPer60,offsidesPer60,penaltiesPer60,pickupsPer60,reboundsPer60,tossUpWinPer60,turnoversPer60,plusMinus,plusMinusPer60
90841001,801,80001,0,0,0,0,0,8,8,0,0,43,0,22,0,0,0,0,0,3,0,0,11,1,0,0,1,60.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,43.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,7.0,7.0
90841001,801,80045,0,0,0,0,0,12,16,0,4,1,2,0,0,0,0,0,0,2,0,0,18,2,0,0,0,60.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,7.0,7.0
90841001,801,80067,0,1,0,0,0,28,1,0,2,13,0,8,44,8,36,0,0,1,0,0,2,1,0,0,4,60.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0,0.0,2.0,13.0,0.0,8.0,44.0,8.0,36.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,7.0,7.0
90841001,801,80068,0,0,0,0,0,0,13,1,5,0,4,0,0,0,0,1,0,2,0,0,15,0,1,0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,7.0,7.0
90841001,801,80132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90841001,801,80295,0,0,0,0,0,0,8,0,2,2,0,2,25,4,21,0,0,0,3,0,8,0,3,0,2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,2.0,25.0,4.0,21.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,3.0,0.0,2.0,7.0,7.0
90841001,801,80439,0,0,0,0,0,0,6,0,0,18,0,3,0,0,0,0,0,2,0,0,8,2,0,0,2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,7.0,7.0
90841001,801,80440,0,0,0,1,0,3,10,2,4,0,6,0,0,0,0,3,0,4,0,0,14,0,2,0,1,60.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,14.0,0.0,2.0,0.0,1.0,7.0,7.0
90841001,801,80449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90841001,801,991898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90841001,801,991899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90841001,801,997461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
