matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
111080704,801,804,44.0,4.0,44.0,4.0,2.0,5.0,0.0,4.0,1.0,43.0,57.0,28.0,4.0,4.0,11.0,16.0,117.0,46.0,62.0,15.0,53.0,30.0,39.0,2.0,39.0,48.0,7.0,39.0,2.0,41.0,26.0,8.0,7.0,10.0,8.0,0.0,14.0,285.5,16.0,7.0,62.0,44.0,15.0,43.0,32.0,83.0,4.0,46.0,0.0,25.0,1.0,83.0,49.39759036144578,53.76344086021505,-4.3658504987692694
111080704,804,801,58.0,1.0,58.0,1.0,1.0,2.0,4.0,0.0,2.0,45.0,65.0,34.0,6.0,6.0,12.0,20.0,159.0,57.0,84.0,18.0,67.0,25.0,50.0,0.0,48.0,59.0,9.0,50.0,0.0,50.0,30.0,12.0,8.0,8.0,10.0,0.0,0.0,339.0,11.0,2.0,84.0,46.0,12.0,50.0,28.0,93.0,2.0,54.0,0.0,25.0,0.0,93.0,53.76344086021505,49.39759036144578,4.3658504987692694
