matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
124380102,801,80078,1029533,1015271,1020223,1019205,1007301,80830,0,1182,0,25,0,18,1182,7,21.31979695431472,807
124380102,801,80078,1029533,1015271,80296,1019205,1007301,80830,1182,1464,25,29,18,25,282,-3,-38.29787234042553,807
124380102,801,80078,1029533,1015271,80296,999806,1007301,80830,1464,1512,29,30,25,26,48,0,0.0,807
124380102,801,80078,1029533,1015271,80296,999806,1019205,80830,1512,1800,30,37,26,33,288,0,0.0,807
124380102,801,80078,1029533,1015271,80296,1020223,1019205,80830,1800,2591,37,51,33,46,791,1,4.551201011378002,807
124380102,801,80078,1022294,1015271,80296,1020223,1019205,80830,2591,2700,51,52,46,51,109,-4,-132.11009174311926,807
124380102,801,80078,1029533,1015271,80296,1019205,1007301,80830,2700,2958,52,56,51,55,258,0,0.0,807
124380102,801,80078,1029533,1015271,1020223,1019205,1007301,80830,2958,3014,56,56,55,55,56,0,0.0,807
124380102,801,80078,1029533,80296,1020223,1019205,1007301,80830,3014,3073,56,56,55,56,59,-1,-61.016949152542374,807
124380102,801,80078,1015271,80296,1020223,1019205,1007301,80830,3073,3600,56,63,56,62,527,1,6.83111954459203,807
124380102,807,1021253,1007306,1015274,1004472,1033807,1016035,1029513,0,900,0,14,0,18,900,-4,-16.0,801
124380102,807,1021253,1007306,1004472,1015274,1033807,1016035,1029513,900,1800,14,33,18,37,900,0,0.0,801
124380102,807,1021253,1007306,1015274,1004472,1033807,1016035,1029513,1800,2182,33,39,37,45,382,-2,-18.848167539267017,801
124380102,807,1021253,1007306,1015274,80833,1033807,1016035,1029513,2182,3600,39,62,45,63,1418,5,12.693935119887165,801
