matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,quartersPlayed,rebounds,tossUpWin,turnovers,reboundsPer60,penaltiesPer60,gainPer60,possessionsPer60,offensiveReboundsPer60,goalMissesPer60,blockedPer60,passesPer60,goalAssistsPer60,disposalsPer60,tossUpWinPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,feedsPer60,goalsPer60,offsidesPer60,badPassesPer60,defensiveReboundsPer60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,goalAttemptsPer60,deflectionsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,turnoversPer60,pickupsPer60,interceptsPer60,plusMinus,plusMinusPer60
99530103,811,813,80009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99530103,811,813,80041,0,1,0,0,0,19,3,0,0,30,28,0,17,0,0,0,0,60.71666666666667,0,2,0,0,29,5,5,26,4,0,0,2,0.0,4.9409827065605265,0.0,25.69311007411474,0.0,0.0,0.0,28.657699698051054,16.79934120230579,29.64589623936316,0.0,18.77573428493,1.9763930826242107,27.669503156738948,0.0,0.0,0.9881965413121053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.964589623936316,3.9527861652484213,60.0,1.9763930826242107,4.9409827065605265,0.0,12.0,11.858358495745264
99530103,811,813,80048,0,0,0,0,0,0,14,3,2,4,0,6,0,0,0,0,3,60.71666666666667,0,5,0,0,0,19,2,12,4,3,0,0,2.964589623936316,18.77573428493,5.929179247872632,11.858358495745264,0.0,0.0,0.0,0.0,0.0,3.9527861652484213,0.0,0.0,4.9409827065605265,0.0,0.0,0.0,0.0,2.964589623936316,0.0,0.0,0.0,0.0,0.0,1.9763930826242107,13.834751578369474,3.9527861652484213,60.0,0.0,1.9763930826242107,2.964589623936316,12.0,11.858358495745264
99530103,811,813,80052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99530103,811,813,80076,0,0,0,0,1,1,3,0,4,1,0,0,0,0,0,0,0,60.71666666666667,0,7,0,0,0,10,0,2,4,0,0,0,0.0,9.881965413121053,0.0,1.9763930826242107,0.0,0.0,0.0,0.0,0.0,0.9881965413121053,0.0,0.9881965413121053,6.917375789184737,0.0,0.0,0.0,0.0,0.0,0.9881965413121053,0.0,0.0,0.0,0.0,3.9527861652484213,2.964589623936316,3.9527861652484213,60.0,0.0,0.0,0.0,12.0,11.858358495745264
99530103,811,813,80113,0,0,0,0,0,0,3,0,0,66,2,0,0,64,9,55,0,60.71666666666667,0,0,6,0,2,3,0,70,4,6,0,1,5.929179247872632,2.964589623936316,0.0,69.17375789184737,5.929179247872632,8.893768871808948,0.0,1.9763930826242107,0.0,65.22097172659895,0.0,0.0,0.0,1.9763930826242107,54.350809772165796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.24457864397474,0.0,2.964589623936316,3.9527861652484213,60.0,0.9881965413121053,0.0,0.0,12.0,11.858358495745264
99530103,811,813,80470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99530103,811,813,80577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99530103,811,813,80833,0,0,0,0,0,0,8,0,0,78,25,0,15,0,0,0,0,60.71666666666667,0,7,0,0,77,15,1,54,4,0,0,4,0.0,14.82294811968158,0.0,53.36261323085369,0.0,0.0,0.0,76.0911336810321,14.82294811968158,77.07933022234421,0.0,0.0,6.917375789184737,24.70491353280263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.905572330496843,3.9527861652484213,60.0,3.9527861652484213,0.9881965413121053,0.0,12.0,11.858358495745264
99530103,811,813,991905,0,0,0,0,0,6,12,0,3,5,2,3,2,0,0,0,3,60.71666666666667,0,4,0,0,2,16,3,17,4,0,0,0,0.0,15.811144660993685,2.964589623936316,16.79934120230579,0.0,0.0,0.0,1.9763930826242107,1.9763930826242107,4.9409827065605265,0.0,5.929179247872632,3.9527861652484213,1.9763930826242107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.964589623936316,11.858358495745264,3.9527861652484213,60.0,0.0,2.964589623936316,2.964589623936316,12.0,11.858358495745264
