matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
100830601,810,3,2,0,0,1,55,52,1,13,160,85,12,29,63,14,49,39,5,5,8,0,16,1,1,85,68,8,96,2,48,0,34,94.47785675232367,51.041666666666664,69.47368421052632,-18.43201754385965
100830601,8117,4,2,0,0,0,51,51,5,15,158,73,20,36,70,4,66,41,18,7,11,0,13,2,1,73,64,8,95,7,52,0,27,93.49371241115364,69.47368421052632,51.041666666666664,18.43201754385965
