matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,quartersPlayed,rebounds,tossUpWin,turnovers
100830601,810,80003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100830601,810,80003,2,0,0,0,0,0,1,1,0,0,3,0,0,1,3,0,3,0,5,0,0,0,0,0,1,0,4,1,0,0,0
100830601,810,80003,3,0,0,0,0,0,6,0,0,0,14,1,0,0,13,3,10,0,15,0,0,0,0,1,0,0,19,1,0,0,2
100830601,810,80003,4,2,0,0,0,0,7,0,0,2,9,0,0,0,9,1,8,0,15,0,0,1,0,0,0,1,19,1,1,0,4
100830601,810,80009,1,0,0,0,0,0,5,0,0,0,6,1,0,1,5,1,4,0,15,0,1,0,0,1,1,1,11,1,0,0,1
100830601,810,80009,2,0,0,0,0,0,1,1,0,0,7,4,0,1,3,1,2,0,15,0,0,0,0,4,1,0,4,1,0,0,0
100830601,810,80009,3,0,0,0,0,0,0,0,0,0,17,9,0,3,6,0,6,0,15,0,0,0,0,9,0,0,8,1,0,0,0
100830601,810,80009,4,0,0,0,0,0,0,0,0,0,13,3,0,1,9,4,5,0,15,0,0,0,0,3,0,1,11,1,0,0,1
100830601,810,80343,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,15,0,4,0,0,0,7,0,0,1,0,0,0
100830601,810,80343,2,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,1,15,0,1,0,0,0,6,0,5,1,0,0,0
100830601,810,80343,3,0,0,0,0,0,1,5,0,2,0,0,1,0,0,0,0,1,15,0,2,0,0,0,7,0,2,1,0,0,1
100830601,810,80343,4,0,0,0,0,0,2,7,1,2,1,0,2,0,0,0,0,0,15,0,1,0,0,0,8,0,4,1,1,0,1
100830601,810,80473,1,0,0,0,0,0,0,4,0,0,8,8,0,3,0,0,0,0,15,0,0,0,0,8,4,0,0,1,0,0,0
100830601,810,80473,2,0,0,0,0,0,0,1,0,0,7,6,0,2,0,0,0,0,15,0,0,0,0,6,1,0,1,1,0,0,0
