matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119150101,7183,9197,4,5,0,0,0,55,76,28,2,2,5,65,105,12,67,23,58,73,7,66,47,8,11,8,7,2,57,6,1,34,7,66,25,7,48,54,0,1,61,14,4.0,95.0,95.0,69.47368421052632,63.73626373626373,5.737420474262585
119150101,9197,7183,3,6,0,0,1,61,71,50,1,1,9,60,70,11,36,27,54,64,6,58,45,4,9,7,8,3,50,9,3,59,4,58,30,5,54,46,0,1,64,18,3.0,91.0,91.0,63.73626373626373,69.47368421052632,-5.737420474262585
