matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
111080404,801,804,48.0,7.0,48.0,7.0,3.0,2.0,1.0,1.0,0.0,45.0,77.0,35.0,8.0,8.0,10.0,18.0,146.0,51.0,77.0,14.0,57.0,22.0,44.0,5.0,46.0,55.0,6.0,44.0,5.0,49.0,36.0,8.0,5.0,2.0,4.0,0.0,17.0,384.5,17.0,4.0,77.0,52.0,14.0,54.0,24.0,81.0,4.0,52.0,0.0,19.0,1.0,81.0,60.49382716049383,54.43037974683544,6.063447413658388
111080404,804,801,46.0,5.0,46.0,5.0,4.0,2.0,1.0,1.0,1.0,45.0,60.0,49.0,8.0,8.0,13.0,22.0,135.0,48.0,75.0,12.0,75.0,24.0,39.0,4.0,41.0,51.0,8.0,39.0,4.0,43.0,28.0,9.0,6.0,4.0,2.0,0.0,25.0,325.0,24.0,0.0,75.0,73.0,15.0,47.0,27.0,79.0,4.0,48.0,0.0,25.0,2.0,79.0,54.43037974683544,60.49382716049383,-6.063447413658388
