matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
107340102,812,813,1,5,1,0,0,45,67,42,5,5,10,148,55,73,9,78,19,45,66,12,54,32,7,15,5,3,0,33,12,0,73,54,11,23,85.0,5,55,0,50,4.0,84.97639544570953,63.52941176470588,55.4054054054054,8.124006359300473
107340102,813,812,1,3,0,1,0,39,50,45,1,1,5,100,40,46,10,80,28,37,45,4,41,24,8,9,3,5,0,25,18,5,46,63,7,30,74.0,5,45,0,39,1.0,73.97945015273535,55.4054054054054,63.52941176470588,-8.124006359300473
