matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
124380202,801,804,59,2,59,2,4,1,0,0,0,46,67,47,4,4,11,15,56,83,21,67,20,53,0,48,61,8,53,0,53,34,14,5,6,14,Q4 14:59,4,13,416.5,24,0,73,11,53,24,3,41,48,0,0,1,63,14,1.04,83.96000000000001,83.96000000000001,63.125297760838485,56.0770449835426,7.048252777295886
124380202,804,801,42,15,42,15,2,3,0,0,0,48,63,42,2,2,18,20,48,79,10,70,23,38,8,38,57,11,38,8,46,32,7,7,14,6,Q4 14:10,5,27,281.5,21,1,63,8,54,28,6,41,52,1,0,0,50,8,2.97,82.03,82.03,56.0770449835426,63.125297760838485,-7.048252777295886
