matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
124380703,8118,9698,57,13,57,13,4,4,0,0,1,50,79,36,5,5,11,16,64,94,12,50,18,52,7,53,70,11,52,7,59,46,6,7,5,4,Q4 13:59,5,36,455,6,4,42,17,66,23,7,47,53,3,0,0,64,14,3.96,89.04,89.04,66.26235399820305,63.51446718419195,2.7478868140111032
124380703,9698,8118,53,10,53,10,3,3,0,0,2,56,71,53,1,1,15,16,60,73,9,56,19,49,5,51,63,9,49,5,54,41,5,8,4,5,Q4 14:20,5,22,357.5,10,0,63,9,59,24,4,47,47,2,0,2,57,11,1.98,85.02000000000001,85.02000000000001,63.51446718419195,66.26235399820305,-2.7478868140111032
