matchId,playerId,firstname,surname,displayName,shortDisplayName,squadId
102000103,80532,Kadeen,Corbin,K.Corbin,"Corbin, K",812
102000103,999128,Helen,Housby,H.Housby,"Housby, H",812
102000103,80301,Chelsea,Locke,C.Locke,"Locke, C",812
102000103,80146,Jade,Clarke,J.Clarke,"Clarke, J",812
102000103,1006559,Beth,Cobden,B.Cobden,"Cobden, B",812
102000103,80127,Ama,Agbeze,A.Agbeze,"Agbeze, A",812
102000103,80010,Geva,Mentor,G.Mentor,"Mentor, G",812
102000103,1006558,Eleanor,Cardwell,E.Cardwell,"Cardwell, E",812
102000103,80813,Jodie,Gibson,J.Gibson,"Gibson, J",812
102000103,1001846,Natalie,Haythornthwaite,N.Haythornthwaite,"Haythornthwaite, N",812
102000103,1006560,Natalie,Panagarry,N.Panagarry,"Panagarry, N",812
102000103,80537,Rachel,Shaw,R.Shaw,Shaw,812
102000103,80198,Bailey,Mes,B.Mes,"Mes, B",813
102000103,80100,Maria,Tutaia,M.Tutaia,"Tutaia, M",813
102000103,80055,Grace,Rasmussen,G.Rasmussen,"Rasmussen, G",813
102000103,80424,Shannon,Francois,S.Francois,"Francois, S",813
102000103,80192,Anna,Harrison,A.Harrison,"Harrison, A",813
102000103,80099,Katrina,Grant,K.Grant,"Grant, K",813
102000103,80225,Jane,Watson,J.Watson,"Watson, J",813
102000103,80477,Gina,Crampton,G.Crampton,"Crampton, G",813
102000103,993041,Kelly,Jury,K.Jury,"Jury, K",813
102000103,80287,Te Paea,Selby-Rickit,TP.Selby-Rickit,"Selby-Rickit, TP",813
102000103,994117,Samantha,Sinclair,S.Sinclair,"Sinclair, S",813
102000103,80710,Maia,Wilson,M.Wilson,"Wilson, M",813
