matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116650101,801,8119,49.0,9.0,49.0,9.0,3.0,5.0,0.0,0.0,1.0,44.0,62.0,36.0,5.0,5.0,16.0,21.0,56.0,98.0,19.0,58.0,24.0,44.0,5.0,46.0,58.0,9.0,44.0,5.0,49.0,31.0,11.0,7.0,7.0,10.0,4.0,11.0,358.5,8.0,2.0,44.0,9.0,54.0,28.0,5.0,40.0,52.0,0.0,78.0,15.0,1.0,89.0,89.0,55.0561797752809,55.172413793103445,-0.11623401782254206
116650101,8119,801,55.0,4.0,55.0,4.0,0.0,5.0,0.0,0.0,2.0,50.0,64.0,50.0,3.0,3.0,10.0,13.0,53.0,80.0,15.0,33.0,25.0,46.0,2.0,42.0,59.0,11.0,46.0,2.0,48.0,32.0,5.0,11.0,12.0,9.0,5.0,36.0,277.0,6.0,1.0,56.0,11.0,50.0,30.0,8.0,43.0,48.0,0.0,73.0,9.0,4.0,87.0,87.0,55.172413793103445,55.0561797752809,0.11623401782254206
