matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers
90841004,805,80049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
90841004,805,80049,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
90841004,805,80049,3,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0
90841004,805,80049,4,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0
90841004,805,80054,1,0,0,0,0,0,0,0,0,0,1,0,1,7,0,7,0,0,0,3,0,0,0,3,0,0
90841004,805,80054,2,0,0,0,0,0,0,0,0,0,1,0,0,9,0,9,0,0,0,1,0,0,0,1,0,0
90841004,805,80054,3,0,0,0,0,0,0,1,0,0,0,0,0,11,0,11,0,0,0,0,0,1,0,0,0,1
90841004,805,80054,4,1,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,1,0,0,1
90841004,805,80091,1,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0
90841004,805,80091,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,2,0,0,6,0,0,0,0
90841004,805,80091,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0
90841004,805,80091,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90841004,805,80100,1,0,1,0,0,0,10,0,0,0,1,0,1,13,4,9,0,0,0,1,0,0,0,1,0,1
90841004,805,80100,2,0,0,0,0,0,10,2,0,0,4,0,1,8,2,6,0,0,1,0,0,3,0,0,0,1
90841004,805,80100,3,0,0,0,0,0,12,2,0,0,5,0,4,5,0,5,0,0,0,0,0,2,0,0,0,0
90841004,805,80100,4,0,1,0,0,1,8,0,0,0,6,0,3,3,0,3,0,0,2,0,0,2,0,0,0,2
90841004,805,80105,1,0,0,0,0,0,0,3,0,0,8,0,5,0,0,0,0,0,0,0,0,3,1,0,0,1
90841004,805,80105,2,0,1,0,0,0,0,2,0,0,11,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1
90841004,805,80105,3,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
90841004,805,80105,4,0,1,0,0,0,0,2,0,0,7,0,5,0,0,0,0,0,0,0,0,2,1,0,0,1
90841004,805,80108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90841004,805,80108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
