matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,badHandsPer60,badPassesPer60,blockedPer60,blocksPer60,breaksPer60,centrePassReceivesPer60,contactPenaltiesPer60,defensiveReboundsPer60,deflectionsPer60,feedsPer60,gainPer60,goalAssistsPer60,goalAttemptsPer60,goalMissesPer60,goalsPer60,interceptsPer60,missedGoalTurnoverPer60,obstructionPenaltiesPer60,offensiveReboundsPer60,offsidesPer60,penaltiesPer60,pickupsPer60,reboundsPer60,tossUpWinPer60,turnoversPer60,plusMinus,plusMinusPer60
90841004,805,80049,0,0,0,0,0,0,9,0,1,0,3,0,0,0,0,2,0,1,0,0,10,0,0,0,0,66.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8.128449573507275,0.0,0.9031610637230305,0.0,2.7094831911690918,0.0,0.0,0.0,0.0,1.806322127446061,0.0,0.9031610637230305,0.0,0.0,9.031610637230305,0.0,0.0,0.0,0.0,-12.0,-10.837932764676367
90841004,805,80054,1,0,0,0,0,0,1,0,0,2,0,1,34,0,34,0,0,0,4,0,1,1,4,0,2,0.0,inf,,,,,,inf,,,inf,,inf,inf,,inf,,,,inf,,inf,inf,inf,,inf,,
90841004,805,80091,0,0,0,0,0,0,12,0,5,0,3,0,0,0,0,3,0,9,0,0,21,0,0,0,0,0.0,,,,,,,inf,,inf,,inf,,,,,inf,,inf,,,inf,,,,,,
90841004,805,80100,0,2,0,0,1,40,4,0,0,16,0,9,29,6,23,0,0,3,1,0,7,0,1,0,4,66.43333333333334,0.0,1.806322127446061,0.0,0.0,0.9031610637230305,36.12644254892122,3.612644254892122,0.0,0.0,14.450577019568488,0.0,8.128449573507275,26.191670847967885,5.4189663823381835,20.7727044656297,0.0,0.0,2.7094831911690918,0.9031610637230305,0.0,6.322127446061214,0.0,0.9031610637230305,0.0,3.612644254892122,-12.0,-10.837932764676367
90841004,805,80105,0,2,0,0,0,0,7,0,0,39,0,22,0,0,0,0,0,0,0,0,7,2,0,0,3,66.43333333333334,0.0,1.806322127446061,0.0,0.0,0.0,0.0,6.322127446061214,0.0,0.0,35.22328148519819,0.0,19.86954340190667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.322127446061214,1.806322127446061,0.0,0.0,2.7094831911690918,-12.0,-10.837932764676367
90841004,805,80108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,66.43333333333334,0.0,0.0,0.0,0.0,0.9031610637230305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9031610637230305,0.0,0.0,0.9031610637230305,0.0,0.0,0.0,0.0,-12.0,-10.837932764676367
90841004,805,80192,0,1,0,2,4,1,12,1,4,0,3,0,0,0,0,2,0,4,0,0,16,0,1,0,1,0.0,,inf,,inf,inf,inf,inf,inf,inf,,inf,,,,,inf,,inf,,,inf,,inf,,inf,,
90841004,805,80198,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,66.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.612644254892122,0.0,3.612644254892122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-10.837932764676367
90841004,805,80241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90841004,805,80495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90841004,805,80604,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,66.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.612644254892122,0.0,0.0,0.0,1.806322127446061,0.0,0.0,0.0,0.0,1.806322127446061,0.0,0.0,0.0,0.0,3.612644254892122,0.0,0.0,0.0,0.0,-12.0,-10.837932764676367
