matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
117060102,804,807,37.0,10.0,37.0,10.0,1.0,5.0,0.0,1.0,0.0,31.0,67.0,20.0,3.0,3.0,6.0,9.0,41.0,53.0,13.0,77.0,15.0,33.0,6.0,33.0,47.0,8.0,33.0,6.0,39.0,24.0,10.0,5.0,3.0,8.0,6.0,25.0,232.5,15.0,0.0,35.0,4.0,45.0,21.0,4.0,49.0,0.0,45.0,12.0,2.0,66.0,99.0,59.09090909090909,48.484848484848484,10.606060606060609
117060102,807,804,31.0,10.0,31.0,10.0,0.0,3.0,1.0,0.0,1.0,33.0,59.0,25.0,1.0,1.0,4.0,5.0,36.0,51.0,9.0,67.0,18.0,27.0,5.0,27.0,41.0,9.0,27.0,5.0,32.0,22.0,6.0,4.0,8.0,3.0,6.0,11.0,120.5,10.0,0.0,35.0,3.0,37.0,24.0,7.0,51.0,0.0,33.0,11.0,1.0,66.0,99.0,48.484848484848484,59.09090909090909,-10.606060606060609
