matchId,playerId,squadId,minutesPlayed
80050302,80003,801,62.38333333333333
80050302,80009,801,62.38333333333333
80050302,80001,801,31.966666666666665
80050302,80014,801,62.38333333333333
80050302,80173,801,45.666666666666664
80050302,80006,801,62.38333333333333
80050302,80012,801,4.183333333333334
80050302,80168,801,0.0
80050302,80139,801,47.13333333333333
80050302,80002,801,0.0
80050302,80010,801,58.2
80050302,80015,801,0.0
80050302,80050,804,62.38333333333333
80050302,80052,804,62.38333333333333
80050302,80171,804,62.38333333333333
80050302,80043,804,62.38333333333333
80050302,80045,804,62.38333333333333
80050302,80049,804,62.38333333333333
80050302,80042,804,62.38333333333333
80050302,80127,804,0.0
80050302,80046,804,0.0
80050302,80169,804,0.0
80050302,80174,804,0.0
80050302,80178,804,0.0
