matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
98190301,807,0,1,0,0,1,57,62,0,6,231,91,6,37,81,14,67,56,7,4,6,0,12,11,0,147,74,6,80,11,48,0,10,79.40446650124069,83.75,83.11688311688312,0.6331168831168839
98190301,808,1,2,0,0,4,61,48,2,6,238,103,6,39,72,8,64,50,9,5,4,0,15,6,2,164,63,4,77,8,52,0,11,76.42679900744416,83.11688311688312,83.75,-0.6331168831168839
