matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
111080401,810,63,9,63,9,2,5,0,1,0,55,67,42,3,3,9,14,186,64,103,12,67,25,57,3,53,72,12,57,3,60,40,8,12,5,7,0,75,396,7,0,103,50,11,63,25,91.0,10,54,0,44,9.0,91.0,65.93406593406593,61.702127659574465,4.231938274491462
111080401,8119,59,7,59,7,4,3,1,0,1,53,68,50,5,5,11,16,153,59,74,11,64,24,54,4,53,66,8,54,4,58,41,7,10,7,5,0,25,292,8,0,74,58,8,62,27,94.0,3,46,0,40,2.0,94.0,61.702127659574465,65.93406593406593,-4.231938274491462
