matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630602,801,3,5,0,0,0,47,71,2,7,71,5,26,51,5,46,32,0,0,3,0,26,3,2,97,5,5,46,0,26,74,72.60834014717906,62.16216216216216,62.33766233766234,-0.17550017550017571
95630602,807,3,5,0,0,0,41,54,1,10,87,3,20,63,15,48,33,1,0,2,0,12,6,2,67,4,7,54,0,20,77,75.55192150449714,62.33766233766234,62.16216216216216,0.17550017550017571
