matchId,playerId,squadId,minutesPlayed
117060201,1021253,807,30.0
117060201,993463,807,40.0
117060201,1007220,807,23.383333333333333
117060201,80833,807,26.966666666666665
117060201,1019380,807,24.766666666666666
117060201,1007219,807,29.716666666666665
117060201,1016035,807,30.0
117060201,1021092,807,19.883333333333333
117060201,1004472,807,0.0
117060201,1015274,807,15.0
117060201,991905,807,20.0
117060201,1025020,807,20.283333333333335
117060201,1001357,8117,28.7
117060201,1022298,8117,25.316666666666666
117060201,80296,8117,30.0
117060201,1000831,8117,30.0
117060201,1015543,8117,30.0
117060201,80440,8117,30.0
117060201,1001920,8117,30.0
117060201,1022293,8117,20.0
117060201,1019165,8117,0.0
117060201,1016036,8117,20.0
117060201,80475,8117,25.983333333333334
117060201,1001703,8117,10.0
