matchId,squadId,playerId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,tossUpWin,unforcedTurnovers,reboundsPer60,netPointsPer60,centrePassToGoalPercPer60,penaltiesPer60,deflectionWithNoGainPer60,generalPlayTurnoversPer60,goal_from_zone2Per60,goal_from_zone1Per60,interceptPassThrownPer60,gainPer60,pointsPer60,goalMissesPer60,blockedPer60,deflectionWithGainPer60,goalAssistsPer60,tossUpWinPer60,attempt_from_zone2Per60,centrePassReceivesPer60,obstructionPenaltiesPer60,attempt_from_zone1Per60,feedsPer60,attempt2Per60,attempt1Per60,goalsPer60,offsidesPer60,badPassesPer60,goal2Per60,goal1Per60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,possessionChangesPer60,goalAttemptsPer60,deflectionsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,unforcedTurnoversPer60,pickupsPer60,gainToGoalPercPer60,interceptsPer60,plusMinus,plusMinusPer60
117060201,807,80833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,18.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.966666666666665,0.0,32.5,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,72.3114956736712,0.0,2.224969097651422,2.224969097651422,4.449938195302844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.249690976514216,0.0,0.0,0.0,0.0,0.0,40.04944375772559,0.0,0.0,0.0,0.0,2.224969097651422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.449938195302844,0.0,2.224969097651422,2.224969097651422,6.674907292954265,60.00000000000001,28.924598269468483,4.449938195302844,0.0,0.0,0.0,3.0,6.674907292954265
117060201,807,991905,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.5,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,0.0,12.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,6.0,60.0,0.0,3.0,3.0,0.0,3.0,-6.0,-18.0
117060201,807,993463,9.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0,8.0,2.0,12.0,12.0,2.0,8.0,2.0,10.0,0.0,0.0,40.0,1.0,61.0,1.0,0.0,2.0,0.0,12.0,1.0,4.0,1.0,0.0,0.0,1.5,91.5,0.0,3.0,0.0,0.0,3.0,12.0,0.0,0.0,18.0,3.0,0.0,0.0,18.0,0.0,4.5,19.5,1.5,13.5,25.5,4.5,13.5,15.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,1.5,0.0,1.5,18.0,0.0,1.5,6.0,60.0,21.0,0.0,0.0,0.0,0.0,-5.0,-7.5
117060201,807,1004472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117060201,807,1007219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.716666666666665,0.0,26.5,4.0,0.0,14.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,4.038137969713966,53.505328098710045,0.0,28.266965787997762,2.019068984856983,0.0,0.0,0.0,0.0,6.057206954570949,0.0,0.0,0.0,2.019068984856983,0.0,0.0,0.0,0.0,8.076275939427932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.019068984856983,0.0,0.0,4.038137969713966,20.19068984856983,6.057206954570949,60.00000000000001,0.0,0.0,2.019068984856983,0.0,0.0,-5.0,-10.095344924284914
117060201,807,1007220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.383333333333333,0.0,17.5,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,44.90377761938703,0.0,5.131860299358517,0.0,2.5659301496792586,0.0,0.0,2.5659301496792586,0.0,0.0,0.0,0.0,0.0,15.39558089807555,0.0,0.0,12.829650748396293,0.0,0.0,25.659301496792587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5659301496792586,0.0,0.0,5.131860299358517,7.697790449037775,59.99999999999999,20.52744119743407,0.0,0.0,0.0,0.0,3.0,7.697790449037775
117060201,807,1015274,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,-21.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,-84.0,0.0,8.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,40.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,12.0,60.0,8.0,8.0,0.0,0.0,0.0,-8.0,-32.0
117060201,807,1016035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,44.0,4.0,0.0,6.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,8.0,88.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,4.0,4.0,6.0,60.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0
117060201,807,1019380,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.766666666666666,0.0,1.5,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.6339165545087484,0.0,7.267833109017497,0.0,4.8452220726783315,0.0,0.0,0.0,2.4226110363391657,0.0,0.0,0.0,2.4226110363391657,4.8452220726783315,0.0,0.0,2.4226110363391657,0.0,0.0,4.8452220726783315,0.0,0.0,0.0,2.4226110363391657,0.0,0.0,0.0,0.0,0.0,2.4226110363391657,0.0,2.4226110363391657,4.8452220726783315,0.0,2.4226110363391657,7.267833109017497,7.267833109017497,60.0,4.8452220726783315,4.8452220726783315,0.0,0.0,0.0,-1.0,-2.4226110363391657
117060201,807,1021092,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,6.0,1.0,4.0,1.0,5.0,1.0,0.0,19.883333333333333,0.0,12.5,0.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,37.7200335289187,0.0,3.0176026823134956,0.0,3.0176026823134956,3.0176026823134956,12.070410729253982,3.0176026823134956,0.0,18.105616093880975,3.0176026823134956,0.0,0.0,3.0176026823134956,0.0,3.0176026823134956,21.12321877619447,0.0,15.088013411567477,9.052808046940488,3.0176026823134956,15.088013411567477,15.088013411567477,0.0,0.0,3.0176026823134956,12.070410729253982,0.0,0.0,0.0,0.0,0.0,3.0176026823134956,18.105616093880975,0.0,3.0176026823134956,6.035205364626991,60.0,9.052808046940488,0.0,0.0,0.0,0.0,-6.0,-18.105616093880975
117060201,807,1021253,26.0,5.0,26.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,21.0,3.0,2.0,31.0,7.0,21.0,3.0,24.0,0.0,0.0,30.0,5.0,9.0,1.0,0.0,2.0,0.0,27.0,6.0,3.0,2.0,0.0,2.0,4.0,18.0,0.0,4.0,0.0,2.0,6.0,42.0,0.0,0.0,54.0,14.0,2.0,0.0,4.0,0.0,10.0,0.0,2.0,52.0,4.0,10.0,52.0,48.0,0.0,0.0,6.0,42.0,0.0,0.0,0.0,10.0,0.0,12.0,62.0,0.0,2.0,6.0,60.0,4.0,4.0,0.0,0.0,0.0,-5.0,-10.0
