matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
117060201,8117,1001357,1022298,80296,1000831,1015543,80440,1001920,0,600,0,9,0,17,600,-8,-48.0
117060201,8117,1001357,80475,1022293,1000831,1015543,80440,1001920,600,1200,9,23,17,24,600,7,42.0
117060201,8117,1022298,80475,1022293,80296,1001703,1016036,1001920,1200,1800,23,33,24,34,600,0,0.0
117060201,8117,1001357,80475,80296,1015543,1000831,80440,1016036,1800,2081,33,41,34,39,281,3,38.43416370106762
117060201,8117,1022298,80475,80296,1015543,1000831,80440,1016036,2081,2159,41,44,39,40,78,2,92.3076923076923
117060201,8117,1022298,1001357,80296,1015543,1000831,80440,1016036,2159,2400,44,50,40,45,241,1,14.937759336099585
117060201,807,1021253,993463,1007220,80833,1019380,1007219,1016035,0,600,0,17,0,9,600,8,48.0
117060201,807,1021253,993463,1015274,80833,1019380,1007219,1025020,600,1200,17,24,9,23,600,-7,-42.0
117060201,807,993463,1021092,1007220,80833,991905,1016035,1025020,1200,1507,24,29,23,27,307,1,11.726384364820849
117060201,807,993463,1021092,1015274,80833,991905,1016035,1025020,1507,1618,29,31,27,28,111,1,32.43243243243243
117060201,807,993463,1021092,1015274,1007220,991905,1016035,1025020,1618,1800,31,34,28,33,182,-2,-39.56043956043956
117060201,807,1021253,993463,1015274,1007220,991905,1016035,1025020,1800,1807,34,34,33,33,7,0,0.0
117060201,807,1021253,993463,1021092,1007220,991905,1016035,1025020,1807,1817,34,34,33,33,10,0,0.0
117060201,807,1021253,993463,1021092,1007220,991905,1016035,1007219,1817,2114,34,39,33,42,297,-4,-48.484848484848484
117060201,807,1021253,993463,1021092,1019380,991905,1016035,1007219,2114,2400,39,45,42,50,286,-2,-25.174825174825177
