matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
117060201,807,8117,40.0,9.0,40.0,9.0,1.0,4.0,1.0,3.0,0.0,38.0,72.0,30.0,4.0,4.0,2.0,6.0,44.0,55.0,14.0,43.0,17.0,33.0,6.0,35.0,49.0,10.0,33.0,6.0,39.0,31.0,6.0,2.0,5.0,2.0,6.0,30.0,222.0,14.0,2.0,44.0,4.0,45.0,23.0,11.0,46.0,0.0,40.0,10.0,3.0,70.0,105.0,55.714285714285715,60.526315789473685,-4.81203007518797
117060201,8117,807,53.0,9.0,53.0,9.0,1.0,0.0,3.0,1.0,3.0,40.0,70.0,18.0,3.0,3.0,5.0,8.0,54.0,70.0,13.0,62.0,10.0,42.0,4.0,40.0,62.0,16.0,42.0,4.0,46.0,30.0,8.0,8.0,2.0,5.0,7.0,38.0,334.5,17.0,1.0,35.0,6.0,50.0,17.0,9.0,54.0,0.0,80.0,5.0,6.0,76.0,114.0,60.526315789473685,55.714285714285715,4.81203007518797
