matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration,oppSquadId
80180404,80156,802,GA,0,GS,1822,1822,809
80180404,80156,802,GS,1822,GS,4506,2684,809
80180404,80028,802,S,0,GA,1822,1822,809
80180404,80028,802,GA,1822,GA,4506,2684,809
80180404,80018,802,WA,0,WA,4506,4506,809
80180404,80021,802,C,0,C,4506,4506,809
80180404,80164,802,S,0,WD,2064,2064,809
80180404,80164,802,WD,2064,WD,4506,2442,809
80180404,80023,802,WD,0,GD,2064,2064,809
80180404,80023,802,GD,2064,GD,4506,2442,809
80180404,80446,802,GK,0,GK,4506,4506,809
80180404,80422,802,S,0,S,4506,4506,809
80180404,80221,802,S,0,S,4506,4506,809
80180404,80292,802,GD,0,S,2064,2064,809
80180404,80292,802,S,2064,S,4506,2442,809
80180404,80022,802,GS,0,S,1822,1822,809
80180404,80022,802,S,1822,S,4506,2684,809
80180404,80314,802,S,0,S,4506,4506,809
80180404,80111,809,GS,0,GS,4506,4506,802
80180404,80092,809,GA,0,GA,4506,4506,802
80180404,80091,809,WA,0,WA,4506,4506,802
80180404,80105,809,C,0,C,4506,4506,802
80180404,80184,809,WD,0,WD,4506,4506,802
80180404,80101,809,GK,0,GD,1822,1822,802
80180404,80101,809,GD,1822,GD,4506,2684,802
80180404,80305,809,S,0,GK,1822,1822,802
80180404,80305,809,GK,1822,GK,4506,2684,802
80180404,80030,809,S,0,S,4506,4506,802
80180404,80393,809,S,0,S,4506,4506,802
80180404,80108,809,GD,0,S,1822,1822,802
80180404,80108,809,S,1822,S,4506,2684,802
80180404,80193,809,S,0,S,4506,4506,802
