matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
113911002,810,8117,52,8,52,8,6,2,0,0,1,49,70,44,3,3,14,17,57,81,10,90,22,51,5,54,60,4,51,5,56,42,9,5,8,6,1,0,301,10,1,54,9,61,23,1,47,0,63,13,0.0,86.0,86.0,65.11627906976744,74.69879518072288,-9.582516110955439
113911002,8117,810,66,3,66,3,4,0,0,0,3,55,77,51,1,1,11,12,54,90,10,80,17,59,3,48,69,7,59,3,62,46,8,8,6,8,1,71,357,12,1,63,12,65,18,7,53,0,62,8,5.0,83.0,83.0,74.69879518072288,65.11627906976744,9.582516110955439
