matchId,playerId,squadId,minutesPlayed
113911002,80826,810,55.86666666666667
113911002,994215,810,53.7
113911002,1000231,810,30.016666666666666
113911002,80473,810,59.983333333333334
113911002,998408,810,60.0
113911002,80534,810,60.0
113911002,80343,810,60.0
113911002,1014130,810,29.933333333333334
113911002,1007298,810,10.433333333333334
113911002,1004510,810,0.06666666666666667
113911002,1001357,8117,60.0
113911002,80475,8117,60.0
113911002,80296,8117,60.0
113911002,998401,8117,56.06666666666667
113911002,1000831,8117,60.0
113911002,80559,8117,60.0
113911002,999135,8117,60.0
113911002,1013082,8117,0.0
113911002,1014128,8117,0.0
113911002,80440,8117,3.933333333333333
