matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
96440102,811,813,2,4,0,0,0,43,43,4,16,73,5,34,61,3,58,44,6,8,1,0,27,1,0,70,11,5,51,0,10,70,68.34825061025224,82.85714285714286,64.0,18.85714285714286
96440102,813,811,3,5,0,0,0,50,63,1,18,73,6,32,57,9,48,37,5,6,5,0,14,1,2,77,8,2,49,0,19,75,73.23026851098453,64.0,82.85714285714286,-18.85714285714286
