matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
105650102,812,813,4.0,1.0,0.0,1.0,0.0,41.0,0.0,49.0,5.0,5.0,12.0,155.0,56.0,78.0,20.0,0.0,19.0,46.0,65.0,13.0,52.0,31.0,13.0,8.0,8.0,6.0,0.0,7.6923,16.0,1.0,78.0,65.0,14.0,29.0,93.0,10.0,52.0,0.0,23.5294,1.0,93.0,55.91397849462365,43.82022471910113,12.093753775522522
105650102,813,812,2.0,2.0,1.0,0.0,0.0,43.0,0.0,47.0,3.0,3.0,12.0,135.0,52.0,69.0,19.0,0.0,21.0,34.0,57.0,18.0,39.0,26.0,9.0,4.0,6.0,8.0,0.0,11.1111,9.0,2.0,69.0,57.0,14.0,34.0,89.0,10.0,48.0,0.0,13.7931,2.0,89.0,43.82022471910113,55.91397849462365,-12.093753775522522
