matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin
105650102,812,813,80010,1,0,0,0,0,0,0,0,1,2,1,1,0,0,4,0,0,0,0,0,0,0,1,15,0,1,0,0,2,1,0,5,1,1,0
105650102,812,813,80010,2,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,2,1,2,0
105650102,812,813,80010,3,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,15,0,1,0,0,2,0,0,3,1,1,0
105650102,812,813,80010,4,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,5,1,2,0
105650102,812,813,80127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650102,812,813,80127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650102,812,813,80127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650102,812,813,80127,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650102,812,813,80146,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,2,0,3,1,0,0
105650102,812,813,80146,2,0,0,0,0,0,2,0,3,0,2,1,0,1,0,0,1,0,0,0,0,1,0,15,0,0,0,1,3,0,1,2,1,0,0
105650102,812,813,80146,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,3,1,0,2,1,0,0
105650102,812,813,80146,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0
105650102,812,813,80148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650102,812,813,80148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
