matchId,squadId,oppSquadId,playerId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin,reboundsPer60,netPointsPer60,penaltiesPer60,generalPlayTurnoversPer60,deflectionWithNoGainPer60,goal_from_zone2Per60,goal_from_zone1Per60,pointsPer60,possessionsPer60,goalMissesPer60,goalAssistsPer60,disposalsPer60,attempt_from_zone2Per60,centrePassReceivesPer60,obstructionPenaltiesPer60,attempt_from_zone1Per60,goalsPer60,offsidesPer60,goal2Per60,goal1Per60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,contactPenaltiesPer60,gainToGoalPercPer60,centrePassToGoalPercPer60,interceptPassThrownPer60,gainPer60,blockedPer60,passesPer60,deflectionWithGainPer60,tossUpWinPer60,feedsPer60,attempt2Per60,attempt1Per60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,possessionChangesPer60,goalAttemptsPer60,deflectionsPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,pickupsPer60,interceptsPer60,plusMinus,plusMinusPer60,matchType,roundNo,gameNo,compType,year,unforcedTurnovers,unforcedTurnoversPer60,secondPhaseReceive,secondPhaseReceivePer60,turnoverHeld,turnoverHeldPer60
111081101,804,806,994224,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,1.0,1.0,1.0,2.0,40.0,30.0,40.0,2.0,0.0,9.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.16666666666666,0.0,53.0,0.0,1.0,40.0,0.0,5.0,0.0,9.0,29.0,4.0,0.0,0.0,0.0,59.811912225705335,0.0,10.156739811912226,1.1285266457680252,0.0,0.0,0.0,32.727272727272734,0.0,29.34169278996865,45.14106583072101,0.0,24.827586206896555,0.0,0.0,0.0,1.1285266457680252,0.0,0.0,0.0,1.1285266457680252,0.0,0.0,0.0,1.1285266457680252,2.2570532915360504,0.0,45.14106583072101,1.1285266457680252,0.0,45.14106583072101,0.0,0.0,0.0,2.2570532915360504,0.0,2.2570532915360504,10.156739811912226,0.0,2.2570532915360504,4.514106583072101,60.0,33.85579937304075,5.6426332288401255,1.1285266457680252,9.0,10.156739811912226,regular,11,1,SSN,2020,,,,,,
111081404,804,8117,994224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,1.0,22.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,46.0,0.0,1.0,22.0,4.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,92.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,32.0,44.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,60.0,32.0,0.0,0.0,5.0,10.0,regular,14,4,SSN,2020,,,,,,
111090101,804,8117,994224,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,1.0,1.0,44.0,32.0,44.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,50.0,1.0,0.0,44.0,4.0,1.0,0.0,4.0,13.0,4.0,0.0,0.0,0.0,50.0,4.0,4.0,1.0,0.0,0.0,0.0,13.0,0.0,26.0,44.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,60.0,32.0,1.0,0.0,16.0,16.0,final,1,1,SSN,2020,,,,,,
111090301,804,810,994224,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,32.0,0.0,7.0,0.0,0.0,1.0,1.0,58.0,42.0,57.0,0.0,0.0,6.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,60.0,0.0,69.0,2.0,0.0,57.0,9.0,0.0,0.0,6.0,33.0,4.0,0.0,0.0,0.0,69.0,9.0,6.0,1.0,0.0,0.0,0.0,33.0,0.0,38.0,58.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,4.0,60.0,42.0,0.0,0.0,2.0,2.0,final,3,1,SSN,2020,,,,,,
116650103,804,807,994224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,4.0,0.0,0.0,1.0,1.0,,27.0,38.0,0.0,0.0,4.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,78.0,2.0,2.0,,6.0,3.0,0.0,4.0,,4.0,0.0,0.0,0.0,78.0,6.0,4.0,1.0,0.0,0.0,0.0,,0.0,22.0,,0.0,26.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,60.0,27.0,3.0,0.0,5.0,5.0,regular,1,3,SSN,2022,4.0,4.0,8.0,8.0,,
116650201,804,806,994224,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,3.0,1.0,1.0,1.0,2.0,,30.0,36.0,1.0,0.0,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,84.0,1.0,2.0,,4.0,2.0,0.0,4.0,,4.0,0.0,0.0,0.0,84.0,4.0,4.0,1.0,0.0,0.0,0.0,,0.0,24.0,,0.0,18.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,36.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,4.0,60.0,30.0,2.0,0.0,5.0,5.0,regular,2,1,SSN,2022,4.0,4.0,7.0,7.0,,
116650301,804,8118,994224,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,1.0,1.0,,27.0,40.0,0.0,0.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,72.0,1.0,0.0,,3.0,1.0,0.0,4.0,,4.0,0.0,0.0,0.0,72.0,3.0,4.0,1.0,0.0,0.0,0.0,,0.0,25.0,,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,40.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,60.0,27.0,1.0,0.0,12.0,12.0,regular,3,1,SSN,2022,3.0,3.0,10.0,10.0,0.0,0.0
116650401,804,810,994224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,8.0,0.0,0.0,0.0,0.0,,29.0,42.0,1.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,93.0,1.0,0.0,,9.0,2.0,0.0,3.0,,4.0,0.0,0.0,0.0,93.0,9.0,3.0,0.0,0.0,0.0,0.0,,0.0,25.0,,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,60.0,29.0,2.0,1.0,9.0,9.0,regular,4,1,SSN,2022,2.0,2.0,12.0,12.0,1.0,1.0
116650501,804,8117,994224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,1.0,1.0,,18.0,28.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,55.5,0.0,0.0,,8.0,4.0,0.0,4.0,,4.0,0.0,0.0,0.0,55.5,8.0,4.0,1.0,0.0,0.0,0.0,,0.0,12.0,,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,60.0,18.0,4.0,0.0,-13.0,-13.0,regular,5,1,SSN,2022,2.0,2.0,18.0,18.0,1.0,1.0
116650602,804,801,994224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,,25.0,45.0,0.0,0.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,60.0,0.0,62.5,0.0,1.0,,8.0,4.0,0.0,5.0,,4.0,0.0,0.0,0.0,62.5,8.0,5.0,0.0,0.0,0.0,0.0,,0.0,19.0,,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,60.0,25.0,4.0,0.0,6.0,6.0,regular,6,2,SSN,2022,3.0,3.0,10.0,10.0,0.0,0.0
116650704,804,8119,994224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,,36.0,47.0,0.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,94.0,2.0,0.0,,2.0,1.0,0.0,2.0,,4.0,0.0,0.0,0.0,94.0,2.0,2.0,1.0,0.0,0.0,0.0,,0.0,28.0,,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,60.0,36.0,1.0,0.0,-10.0,-10.0,regular,7,4,SSN,2022,2.0,2.0,17.0,17.0,1.0,1.0
116650801,804,807,994224,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,23.0,0.0,7.0,0.0,0.0,1.0,1.0,,30.0,41.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,60.0,0.0,53.5,2.0,1.0,,9.0,2.0,0.0,7.0,,4.0,0.0,0.0,0.0,53.5,9.0,7.0,1.0,0.0,0.0,0.0,,0.0,23.0,,0.0,23.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,1.0,4.0,60.0,30.0,2.0,0.0,2.0,2.0,regular,8,1,SSN,2022,4.0,4.0,15.0,15.0,0.0,0.0
116650902,804,8118,994224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,0.0,4.0,0.0,0.0,0.0,0.0,,30.0,46.0,2.0,0.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,65.0,0.0,121.0,3.0,0.0,,7.0,3.0,0.0,3.0,,5.0,0.0,0.0,0.0,111.6923076923077,6.461538461538462,2.769230769230769,0.0,0.0,0.0,0.0,,0.0,25.846153846153847,,0.0,33.23076923076923,2.769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.692307692307693,0.0,0.0,0.9230769230769232,1.8461538461538465,0.0,,0.0,0.0,42.46153846153847,0.0,0.0,0.9230769230769232,0.0,0.0,0.0,2.769230769230769,0.0,0.0,4.615384615384616,60.0,27.692307692307693,2.769230769230769,1.8461538461538465,3.0,2.769230769230769,regular,9,2,SSN,2022,2.0,1.8461538461538465,9.0,8.307692307692308,0.0,0.0
116651002,804,810,994224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,2.0,,37.0,51.0,3.0,0.0,5.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,0.0,134.5,0.0,0.0,,6.0,6.0,0.0,5.0,,4.0,0.0,0.0,0.0,134.5,6.0,5.0,0.0,0.0,0.0,0.0,,0.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,,2.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,60.0,37.0,6.0,1.0,6.0,6.0,regular,10,2,SSN,2022,2.0,2.0,25.0,25.0,1.0,1.0
116651102,804,806,994224,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,,35.0,41.0,0.0,0.0,7.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,60.0,0.0,52.5,0.0,0.0,,9.0,3.0,0.0,7.0,,4.0,0.0,0.0,0.0,52.5,9.0,7.0,0.0,0.0,0.0,0.0,,0.0,28.0,,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,4.0,60.0,35.0,3.0,0.0,6.0,6.0,regular,11,2,SSN,2022,4.0,4.0,12.0,12.0,0.0,0.0
116651203,804,8117,994224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,3.0,3.0,0.0,3.0,,32.0,40.0,3.0,0.0,5.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.73333333333333,0.0,95.5,3.0,1.0,,7.0,3.0,0.0,5.0,,4.0,0.0,0.0,0.0,95.92633928571428,7.031249999999999,5.022321428571428,0.0,0.0,0.0,0.0,,0.0,26.116071428571423,,0.0,16.07142857142857,3.0133928571428568,0.0,0.0,1.0044642857142856,0.0,0.0,0.0,3.0133928571428568,4.017857142857142,0.0,0.0,0.0,3.0133928571428568,0.0,,3.0133928571428568,0.0,40.17857142857142,0.0,0.0,0.0,0.0,0.0,0.0,5.022321428571428,0.0,3.0133928571428568,4.017857142857142,59.99999999999999,32.14285714285714,3.0133928571428568,0.0,4.0,4.017857142857142,regular,12,3,SSN,2022,4.0,4.017857142857142,16.0,16.07142857142857,1.0,1.0044642857142856
116651302,804,801,994224,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,9.0,1.0,1.0,0.0,1.0,,26.0,40.0,2.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,60.0,0.0,43.0,0.0,1.0,,10.0,1.0,0.0,7.0,,4.0,0.0,0.0,0.0,43.0,10.0,7.0,0.0,0.0,0.0,0.0,,0.0,21.0,,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,3.0,2.0,0.0,,1.0,0.0,40.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,4.0,60.0,26.0,1.0,1.0,4.0,4.0,regular,13,2,SSN,2022,4.0,4.0,6.0,6.0,0.0,0.0
116651404,804,8119,994224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,1.0,1.0,2.0,3.0,,32.0,43.0,1.0,0.0,4.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,77.0,1.0,0.0,,7.0,0.0,0.0,4.0,,4.0,0.0,0.0,0.0,77.0,7.0,4.0,2.0,0.0,0.0,0.0,,0.0,29.0,,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,60.0,32.0,0.0,0.0,2.0,2.0,regular,14,4,SSN,2022,4.0,4.0,10.0,10.0,0.0,0.0
116660101,804,810,994224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,7.0,0.0,0.0,1.0,1.0,,25.0,33.0,1.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,0.0,41.5,3.0,1.0,,10.0,0.0,0.0,7.0,,4.0,0.0,0.0,0.0,41.5,10.0,7.0,1.0,0.0,0.0,0.0,,0.0,21.0,,0.0,20.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,4.0,60.0,25.0,0.0,1.0,-9.0,-9.0,final,1,1,SSN,2022,4.0,4.0,10.0,10.0,0.0,0.0
