playerId,scorePoints
80052,1.1724137931034482
80078,0.7926829268292683
80113,0.8125
80150,1.0729166666666667
80293,1.0
80475,1.096774193548387
80540,0.9921259842519685
80826,0.950920245398773
993463,1.0222222222222221
994215,1.03125
995218,1.1111111111111112
999128,1.0172413793103448
1000231,0.6666666666666666
1001357,0.9204545454545454
1001708,0.896551724137931
1001711,0.8846153846153846
1001712,1.0909090909090908
1001717,1.0
1001865,1.0192307692307692
1001872,2.0
1001944,1.0434782608695652
1006558,1.0833333333333333
1007298,1.48
1007306,1.075
1009721,1.0714285714285714
1010545,0.9436619718309859
1013077,1.4705882352941178
1013082,1.0
1013431,1.6
1013629,1.125
1014126,1.0975609756097562
1014128,1.0
1015270,1.2
1015271,1.3170731707317074
1019165,0.25
1019167,0.25
1019169,1.0408163265306123
1021092,1.2083333333333333
1021253,0.8787878787878788
1022294,0.0
1022298,1.28
1025018,0.9473684210526315
1025019,0.6666666666666666
1029501,0.6
