playerId,matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,secondPhaseReceive,tossUpWin,turnoverHeld,unforcedTurnovers,reboundsPer60,turnoverHeldPer60,netPointsPer60,penaltiesPer60,deflectionWithNoGainPer60,generalPlayTurnoversPer60,goal_from_zone2Per60,goal_from_zone1Per60,pointsPer60,goalMissesPer60,goalAssistsPer60,attempt_from_zone2Per60,centrePassReceivesPer60,obstructionPenaltiesPer60,attempt_from_zone1Per60,goalsPer60,offsidesPer60,goal2Per60,goal1Per60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,contactPenaltiesPer60,gainToGoalPercPer60,centrePassToGoalPercPer60,interceptPassThrownPer60,gainPer60,blockedPer60,deflectionWithGainPer60,tossUpWinPer60,feedsPer60,attempt2Per60,attempt1Per60,secondPhaseReceivePer60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,possessionChangesPer60,goalAttemptsPer60,deflectionsPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,unforcedTurnoversPer60,pickupsPer60,interceptsPer60,plusMinus,plusMinusPer60,roundNo,gameNo,year
80473,120450303.0,810.0,3730.8,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,3.8,0.2,0.2,0.2,0.4,17.2,24.6,0.2,0.0,2.8,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,42.33,0.0,65.4,0.4,0.6,4.2,2.0,0.0,2.8,3.2,0.0,12.2,0.0,0.2,2.2,0.0,0.26666666666666666,86.75942547516804,6.315878813898378,0.22332506203473942,4.363412121019026,0.0,0.0,0.0,0.0,19.838928083607772,0.0,0.0,0.44665012406947885,0.0,0.0,1.072139380736504,0.0,0.0,0.0,0.22332506203473942,5.8692286898288994,0.0,0.0,0.769236562057497,0.22332506203473942,0.0,0.22332506203473942,0.0,33.736015191405784,0.0,0.0,17.928164585876385,1.0591664447403937,0.0,0.0,0.4596230600655895,4.363412121019026,0.0,0.44665012406947885,4.613077824352674,60.0,23.462521709150888,3.37085049692679,2.7972529842442073,0.0,6.0,6.185838589452135,3.0,3.0,2023.0
80475,120450302.2,8117.0,2267.2,14.6,3.0,14.6,3.0,0.4,0.6,0.2,0.0,0.0,18.0,0.0,1.6,0.2,0.2,0.2,0.4,24.2,27.0,0.4,0.0,2.8,12.6,1.0,23.0,17.6,4.0,12.6,1.0,13.6,0.4,0.2,59.416666666666664,2.0,83.1,0.4,0.0,2.0,1.8,14.6,4.8,4.0,0.4,8.4,0.0,0.0,2.2,0.4,0.0,84.15255474452555,2.02043795620438,0.2,2.8306569343065693,1.01021897810219,12.702189781021897,14.722627737226276,4.02043795620438,23.255474452554743,3.01021897810219,18.194160583941606,0.41021897810218977,14.722627737226276,13.712408759124088,0.0,1.01021897810219,12.702189781021897,2.01021897810219,0.21021897810218979,1.6102189781021898,0.0,0.0,0.41021897810218977,0.41021897810218977,0.21021897810218979,0.21021897810218979,0.0,27.306569343065696,3.01021897810219,14.722627737226276,8.512408759124089,0.6,0.0,0.0,0.4,4.84087591240876,17.73284671532847,0.41021897810218977,4.04087591240876,60.0,24.465693430656934,2.2102189781021897,1.8306569343065693,0.2,-0.8,-0.7080291970802918,3.0,2.2,2023.0
80540,120450302.6,804.0,5193.0,35.8,3.8,35.8,3.8,1.2,0.2,0.2,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.8,0.8,3.0,4.8,0.0,0.0,3.4,33.0,2.4,2.2,39.6,4.2,33.0,2.4,35.4,0.4,0.0,60.0,1.2,59.1,0.4,0.2,3.0,1.2,37.8,4.6,4.0,2.4,5.2,0.0,0.2,3.2,2.4,0.2,59.1,3.0,0.8,3.4,2.4,33.0,37.8,4.2,2.2,3.8,0.0,0.4,35.8,35.4,0.2,2.4,33.0,1.2,0.0,2.6,0.0,0.0,0.4,0.0,0.2,0.0,0.0,4.8,3.8,35.8,5.2,0.2,0.0,0.0,1.2,4.6,39.6,0.8,4.0,60.0,3.0,3.2,1.2,0.0,-0.4,-0.4,3.0,2.6,2023.0
80559,120450302.2,8117.0,2267.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.8,4.2,0.0,9.8,0.2,0.2,4.2,4.4,0.0,0.0,2.6,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,59.55333333333333,0.0,44.3,2.6,0.0,12.4,1.6,0.0,1.4,4.0,0.6,3.6,0.0,0.2,0.8,0.6,0.2,44.89538372763993,12.485054818234277,4.269590305828044,1.4,0.0,0.0,0.0,0.0,0.0,0.0,4.246393537218696,2.607732256203116,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.877322562031159,0.0,0.0,0.4,2.623196768609348,0.0,0.2,0.0,0.0,0.0,0.0,3.6386612810155796,0.2,0.815464512406232,0.0,0.2,1.4,0.0,4.469590305828044,4.030929024812464,60.0,0.0,0.8,1.6,1.823196768609348,0.6,0.4608193883439121,3.0,2.2,2023.0
80574,120450302.4,806.0,3730.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,12.4,0.0,2.8,0.2,0.2,0.0,0.2,14.0,19.6,0.6,0.0,3.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.8,0.4,54.92666666666666,0.0,51.1,0.4,0.2,3.2,1.6,0.0,3.0,3.6,0.0,7.8,0.0,0.2,1.2,0.0,0.22878932316491896,56.57265248305292,3.5491858912072516,0.0,3.3386454221944626,0.0,0.0,0.0,0.0,12.822522406287593,0.0,13.58821792035855,0.44228748479236357,0.0,0.0,0.22878932316491896,0.0,0.0,0.0,0.22908049634107538,3.1068984064148877,0.0,0.0,0.8662255236996701,0.6578698195059943,0.0,0.22908049634107538,0.0,21.653280263399417,0.0,0.0,8.691003022880158,0.2132069884512881,0.0,0.0,0.22908049634107538,3.3386454221944626,0.0,0.22908049634107538,3.9812240801629826,60.0,15.450570646903836,1.3373023316569526,1.792987386343834,0.4287893231649189,-1.4,-1.6378135896371713,3.0,2.4,2023.0
80575,120450302.2,8119.0,2269.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,23.8,0.0,2.6,0.2,0.2,0.0,0.2,24.8,33.0,0.2,0.0,3.6,0.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0,1.6,0.0,57.0,0.0,69.7,1.6,0.2,4.2,1.4,0.0,3.6,3.8,0.0,9.6,0.0,0.0,1.2,0.0,0.0,73.4,4.266666666666667,0.0,3.733333333333333,0.0,0.0,0.0,0.0,22.0,0.0,25.2,1.6,0.0,0.0,0.2,0.0,0.0,0.0,0.2,2.6666666666666665,0.0,0.0,1.6,0.2,0.0,0.2,0.0,34.666666666666664,0.0,0.0,10.066666666666666,0.6,0.2,0.0,0.0,3.733333333333333,0.0,0.2,4.0,60.0,25.93333333333333,1.2666666666666666,1.4666666666666666,0.0,-1.8,-3.133333333333333,3.0,2.2,2023.0
80577,120450352.75,804.0,6288.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5.5,0.0,8.75,1.5,1.5,3.0,4.5,0.0,0.25,4.25,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,56.125,0.0,39.0,3.75,0.0,12.5,0.5,0.0,1.75,3.75,1.25,2.5,0.0,0.0,0.0,1.3370786516853932,0.0,42.04775280898876,13.893258426966291,3.26123595505618,1.8370786516853932,0.0,0.0,0.0,0.0,0.0,0.0,6.370786516853933,4.185393258426966,0.0,0.0,0.0,0.0,0.0,0.0,1.5870786516853932,9.707865168539325,0.0,0.0,1.5870786516853932,4.51123595505618,0.0,1.5870786516853932,0.0,0.33707865168539325,0.0,0.0,2.6741573033707864,0.0,0.25,0.0,0.0,1.8370786516853932,0.0,4.848314606741573,4.01123595505618,60.0,0.0,0.0,0.5,1.5870786516853932,0.75,1.1853932584269664,3.5,2.75,2023.0
80701,120450302.8,8118.0,3730.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8,0.8,2.0,2.8,19.4,34.0,3.4,0.0,3.8,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,1.8,2.6,60.0,0.0,100.1,0.4,0.4,9.6,0.8,0.0,3.8,4.0,0.0,12.6,0.0,0.4,2.0,0.0,0.4,100.1,9.6,2.0,3.8,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.8,9.0,0.0,0.0,1.8,3.4,0.0,0.8,0.0,34.0,0.0,0.0,12.6,0.0,0.0,0.0,0.2,3.8,0.0,2.8,4.0,60.0,19.4,2.0,0.8,2.6,-2.6,-2.6,3.0,2.8,2023.0
80826,120450303.0,810.0,3730.8,56.4,0.4,56.4,0.4,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.2,0.4,0.4,0.6,0.4,0.0,3.2,55.8,0.2,0.4,56.8,0.8,55.8,0.2,56.0,0.6,0.2,58.84333333333334,0.8,98.2,0.6,0.2,1.4,1.0,56.2,4.0,4.0,2.0,3.4,0.0,0.2,2.2,2.0853366123578234,0.2,99.94940055333538,1.4426683061789116,0.22133415308945587,3.285336612357823,0.2,56.88804180756225,57.28804180756225,0.8213341530894558,0.4,0.4,0.0,0.6426683061789118,57.50937596065171,57.08804180756225,0.22133415308945587,0.2,56.88804180756225,0.8213341530894558,0.2,0.8,0.0,0.0,0.6213341530894558,0.4,0.0,0.2,0.0,0.6,0.4,57.50937596065171,3.464002459268367,0.2,0.0,0.0,1.0640024592683677,4.106670765447279,57.90937596065171,0.4213341530894558,4.085336612357823,60.0,0.4,2.264002459268368,1.0213341530894557,0.2,7.0,7.4266830617891175,3.0,3.0,2023.0
80830,120450302.6,801.0,3730.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,5.6,1.0,1.0,7.0,8.0,0.0,0.0,7.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.4,60.0,0.0,107.8,1.4,0.0,7.0,3.6,0.0,0.8,3.6,3.2,0.0,0.0,0.0,0.4,3.2,0.0,107.8,7.0,7.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6,0.0,0.0,0.4,7.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.8,0.0,8.0,3.6,60.0,0.0,0.4,3.6,2.4,9.0,9.0,3.0,2.6,2023.0
80833,120450302.2,807.0,3730.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.0,0.0,7.0,0.2,0.2,1.0,1.2,14.6,20.8,0.4,0.0,3.4,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,1.2,0.2,59.276666666666664,0.0,62.5,3.4,0.2,10.4,2.2,0.0,3.4,4.0,0.0,10.6,0.0,0.0,1.2,0.0,0.0,63.19917233224949,10.52828850133018,1.0,3.4641442506650906,0.0,0.0,0.0,0.0,12.00526160212829,0.0,2.0,3.4256577002660364,0.0,0.0,0.2,0.0,0.0,0.0,0.2,7.102630801064144,0.0,0.0,1.225657700266036,0.4,0.0,0.2,0.0,21.10789240319243,0.0,0.0,10.766775051729235,0.41282885013301807,0.0,0.0,0.0,3.4641442506650906,0.0,1.2,4.051315400532072,60.0,14.805261602128288,1.212828850133018,2.2256577002660363,0.2,-6.8,-6.851315400532073,3.0,2.2,2023.0
991901,120450302.6,804.0,5193.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.8,0.0,9.8,0.2,0.2,0.4,0.6,9.8,16.6,0.4,0.0,2.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.6,0.2,57.0,0.0,51.3,1.4,0.2,11.2,1.6,0.0,2.0,3.8,0.0,7.2,0.0,0.2,0.8,0.0,0.26666666666666666,54.0,11.8,0.4,2.2,0.0,0.0,0.0,0.0,8.866666666666665,0.0,2.8,1.5333333333333332,0.0,0.0,0.2,0.0,0.0,0.0,0.2,10.266666666666666,0.0,0.0,0.7333333333333333,0.4,0.0,0.2,0.0,18.133333333333333,0.0,0.0,7.933333333333333,0.0,0.0,0.0,0.2,2.2,0.0,0.6,4.0,60.0,10.666666666666666,0.8666666666666666,1.7333333333333332,0.2,0.6,0.2,3.0,2.6,2023.0
991905,120450302.2,807.0,3730.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,6.4,0.0,7.8,0.2,0.2,2.0,2.2,0.2,0.2,1.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,45.093333333333334,0.0,16.2,1.4,0.0,9.2,0.4,0.0,1.8,3.2,0.0,3.0,0.0,0.0,1.0,0.0,0.0,20.86217008797654,11.903225806451612,3.127859237536657,2.6639296187683286,0.0,0.0,0.0,0.0,0.0,0.0,8.56715542521994,1.9278592375366568,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.975366568914955,0.0,0.0,0.6,1.4639296187683284,0.0,0.4,0.0,0.4,0.0,0.0,4.055718475073314,1.0639296187683285,0.0,0.0,0.0,2.6639296187683286,0.0,3.5278592375366573,4.255718475073314,60.0,0.4,1.2639296187683284,0.4,1.0639296187683285,-10.8,-17.319648093841643,3.0,2.2,2023.0
994213,120450302.6,804.0,5193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,8.6,0.2,0.2,1.8,2.0,0.0,0.0,1.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,53.32000000000001,0.0,26.5,2.0,0.0,10.6,1.0,0.0,0.4,4.0,0.8,1.2,0.0,0.0,0.2,0.8,0.0,28.619226165617544,11.757487704074943,2.06717659496502,0.4165461382701764,0.0,0.0,0.0,0.0,0.0,0.0,1.624301067749144,2.283722733235196,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.473764970839747,0.0,0.0,0.2082730691350882,1.8759678037562284,0.0,0.2,0.0,0.0,0.0,0.0,1.3605648040128802,0.0,0.0,0.0,0.0,0.4165461382701764,0.0,2.2671765949650196,4.5919085465103215,60.0,0.0,0.2082730691350882,1.0330922765403527,0.8759678037562285,0.2,0.5719220770113893,3.0,2.6,2023.0
994215,120450303.0,810.0,3730.8,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,26.0,0.0,4.4,0.4,0.4,1.4,1.8,26.8,37.4,0.8,0.0,2.2,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.2,0.4,60.0,0.0,98.4,0.8,0.0,5.2,1.8,0.0,2.2,4.0,0.0,6.2,0.0,0.0,1.8,0.0,0.0,98.4,5.2,1.4,2.2,0.0,0.0,0.0,0.0,24.4,0.0,26.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.4,0.0,0.0,0.2,0.8,0.0,0.4,0.0,37.4,0.0,0.0,6.2,0.4,0.2,0.0,0.2,2.2,0.0,1.8,4.0,60.0,26.8,1.8,1.8,0.4,8.4,8.4,3.0,3.0,2023.0
994224,120450302.6,804.0,5193.0,0.0,0.0,0.0,0.0,1.2,0.6,0.0,0.0,0.0,15.2,0.0,7.2,0.4,0.4,1.2,1.6,24.2,35.6,0.4,0.0,5.4,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,1.2,0.0,60.0,0.0,63.7,2.8,0.4,10.0,1.6,0.0,5.4,4.0,0.0,13.2,0.0,0.2,3.4,0.0,0.2,63.7,10.0,1.2,5.4,0.0,0.0,0.0,0.0,18.8,0.0,15.2,2.8,0.0,0.0,0.4,0.0,0.0,0.0,0.4,7.2,0.0,0.0,1.2,0.4,0.0,0.4,0.0,35.6,0.0,0.0,13.2,0.6,0.0,0.0,1.2,5.4,0.0,1.6,4.0,60.0,24.2,3.4,1.6,0.0,-0.4,-0.4,3.0,2.6,2023.0
