year,matchId,squadId,oppSquadId,playerId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin,reboundsPer60,netPointsPer60,penaltiesPer60,generalPlayTurnoversPer60,deflectionWithNoGainPer60,goal_from_zone2Per60,goal_from_zone1Per60,pointsPer60,possessionsPer60,goalMissesPer60,goalAssistsPer60,disposalsPer60,attempt_from_zone2Per60,centrePassReceivesPer60,obstructionPenaltiesPer60,attempt_from_zone1Per60,goalsPer60,offsidesPer60,goal2Per60,goal1Per60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,contactPenaltiesPer60,gainToGoalPercPer60,centrePassToGoalPercPer60,interceptPassThrownPer60,gainPer60,blockedPer60,passesPer60,deflectionWithGainPer60,tossUpWinPer60,feedsPer60,attempt2Per60,attempt1Per60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,possessionChangesPer60,goalAttemptsPer60,deflectionsPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,pickupsPer60,interceptsPer60,plusMinus,plusMinusPer60,roundNo,gameNo,unforcedTurnovers,unforcedTurnoversPer60,secondPhaseReceive,secondPhaseReceivePer60,turnoverHeld,turnoverHeldPer60
2020,111080753.21428572,801.0,3940.1428571428573,80830.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,6.642857142857143,1.8571428571428572,1.8571428571428572,5.571428571428571,7.428571428571429,6.071428571428571,0.0,0.0,7.142857142857143,0.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.642857142857143,59.114285714285714,0.0,81.92857142857143,4.357142857142857,0.07142857142857142,0.0,11.0,1.5714285714285714,0.0,1.0714285714285714,13.714285714285714,4.0,2.642857142857143,0.0,2.68067780550309,83.34923612536001,11.180699995217791,1.0778604767601685,5.6261340788780245,0.0,0.0,0.0,13.915929425428455,0.0,0.0,6.144902803059959,0.0,0.0,4.4330429510811395,0.0,0.0,0.0736587960878995,0.0,0.0,0.0,1.8790758692571234,6.747657044136652,0.0,0.0,0.5,7.2665661730498385,0.0,0.0,1.8790758692571234,0.0,0.0,0.0,0.0,0.0,0.0,1.1775987327182893,0.07142857142857142,1.0778604767601685,0.0,7.505209948135148,4.062887980461328,60.0,0.0,1.5933615835428376,2.7068124982896253,-2.2857142857142856,-2.40485244408829,7.5,3.2142857142857144,,,,,,
2021,113910752.64285715,801.0,3940.1428571428573,80830.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.0,0.7857142857142857,0.0,0.0,0.0,9.714285714285714,1.2142857142857142,1.2142857142857142,4.928571428571429,6.142857142857143,,0.0,0.0,6.785714285714286,0.0,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,3.5,59.642857142857146,0.0,68.03571428571429,3.0714285714285716,0.14285714285714285,,12.928571428571429,1.2142857142857142,0.0,1.8571428571428572,,4.0,1.7857142857142858,0.0,1.8116883116883116,68.3538961038961,13.032467532467532,1.8636363636363635,4.974025974025975,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.1103896103896105,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.2207792207792207,9.779220779220779,0.0,0.0,0.7142857142857143,6.818181818181818,0.0,,1.2207792207792207,0.0,0.0,0.0,0.0,0.2922077922077922,0.0,0.7922077922077921,0.07142857142857142,1.8636363636363635,0.0,6.194805194805194,4.025974025974025,60.0,0.0,1.2142857142857142,3.5,-4.928571428571429,-5.0064935064935066,7.5,2.642857142857143,1.0,1.0064935064935063,,,,
2022,116650753.07142857,801.0,3940.1428571428573,80830.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.9285714285714286,0.0,0.0,0.0,8.285714285714286,0.7857142857142857,0.7857142857142857,4.0,4.785714285714286,,0.0,0.0,7.428571428571429,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,3.7142857142857144,59.58571428571429,0.0,84.10714285714286,3.7857142857142856,0.0,,12.071428571428571,1.2857142857142858,0.0,0.7857142857142857,,4.0,2.642857142857143,0.0,2.6526646766417703,84.6046800452127,12.148776868458523,0.786033163265306,4.008213146029526,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.830528876177154,0.0,0.0,0.0,0.0,0.0,0.0,0.7863520408163265,8.318247992281368,0.0,0.0,0.2857142857142857,7.469637158719057,0.0,,0.7863520408163265,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.9364656970499338,0.0,0.786033163265306,0.0,4.794565186845852,4.030301563709939,60.0,0.0,1.2932896766417705,3.7449061555466736,-1.6428571428571428,-1.6459682480703424,7.5,3.0714285714285716,0.42857142857142855,0.428890306122449,0.0,0.0,0.0,0.0
2023,120450302.6,801.0,3730.4,80830.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,5.6,1.0,1.0,7.0,8.0,,0.0,0.0,7.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.4,60.0,0.0,107.8,1.4,0.0,,7.0,3.6,0.0,0.8,,3.6,3.2,0.0,3.2,107.8,7.0,0.8,7.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6,0.0,0.0,0.4,7.4,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.8,0.0,8.0,3.6,60.0,0.0,3.6,2.4,9.0,9.0,3.0,2.6,0.4,0.4,0.0,0.0,0.0,0.0
