matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
111081302,810,8118,69.0,8.0,69.0,8.0,1.0,3.0,0.0,0.0,1.0,61.0,72.0,40.0,6.0,6.0,15.0,22.0,174.0,67.0,82.0,19.0,58.0,25.0,65.0,3.0,59.0,77.0,9.0,65.0,3.0,68.0,46.0,11.0,11.0,15.0,4.0,0.0,56.0,368.5,8.0,1.0,82.0,48.0,12.0,71.0,28.0,101.0,14.0,49.0,0.0,31.0,5.0,100.58091286307054,67.32673267326733,46.34146341463415,20.98526925863318
111081302,8118,810,62.0,19.0,62.0,19.0,4.0,5.0,0.0,0.0,1.0,57.0,63.0,38.0,2.0,2.0,10.0,14.0,184.0,72.0,90.0,18.0,67.0,26.0,48.0,9.0,49.0,81.0,24.0,48.0,9.0,57.0,41.0,12.0,4.0,4.0,15.0,0.0,17.0,327.0,11.0,1.0,90.0,49.0,11.0,66.0,35.0,123.0,6.0,51.0,0.0,14.0,4.0,122.4896265560166,46.34146341463415,67.32673267326733,-20.98526925863318
