matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80050103,801,807,1,4,1,1,1,55,47,2,23,95,0,38,75,15,60,3,0,15,6,2,62,17,8,0,24,93,92.20600385568714,64.51612903225806,55.81395348837209,8.702175543885971
80050103,807,801,7,8,1,1,0,48,34,6,25,75,0,26,60,12,48,7,0,10,2,2,44,11,8,0,28,86,85.26576700633434,55.81395348837209,64.51612903225806,-8.702175543885971
