matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119150502,7867,7873,3,4,0,0,2,43,66,36,7,7,13,75,91,24,88,22,67,85,8,77,35,21,21,9,13,4,38,16,1,52,14,77,26,7,34,57,0,0,72,14,3.0,109.0,109.0,70.64220183486239,31.32530120481928,39.31690063004311
119150502,7873,7867,7,2,0,0,1,43,29,52,0,0,13,27,33,12,67,49,21,32,6,26,15,8,3,13,9,4,33,18,2,70,6,26,53,5,34,43,0,0,21,29,2.0,83.0,83.0,31.32530120481928,70.64220183486239,-39.31690063004311
