matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,feedsPer60,offsidesPer60,breaksPer60,deflectionsPer60,tossUpWinPer60,pickupsPer60,penaltiesPer60,badPassesPer60,badHandsPer60,goalAssistsPer60,goalMissesPer60,contactPenaltiesPer60,blockedPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,blocksPer60,gainPer60,goalsPer60,reboundsPer60,defensiveReboundsPer60,missedGoalTurnoverPer60,turnoversPer60,offensiveReboundsPer60,interceptsPer60,goalAttemptsPer60,plusMinus,plusMinusPer60
80281101,801,80001,0,0,0,0,0,21,6,0,0,23,0,10,0,0,0,0,0,0,0,2,6,1,0,0,2,60.0,23.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,10.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0
80281101,801,80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80281101,801,80014,0,1,0,0,0,0,7,0,1,29,1,8,0,0,0,0,0,4,0,1,11,1,0,0,4,60.0,29.0,1.0,0.0,1.0,0.0,1.0,11.0,1.0,0.0,8.0,0.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0
80281101,801,80045,0,1,0,0,0,6,3,0,1,1,3,1,0,0,0,2,0,1,0,0,4,0,0,0,1,60.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0
80281101,801,80048,0,0,0,0,0,0,18,3,3,0,5,0,0,0,0,2,0,4,0,0,22,1,3,0,1,60.0,0.0,0.0,0.0,3.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,5.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0
80281101,801,80067,1,1,0,0,0,14,5,0,1,11,0,3,21,2,19,0,0,2,0,0,7,1,0,0,5,60.0,11.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,3.0,2.0,5.0,0.0,14.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,5.0,0.0,0.0,21.0,5.0,5.0
80281101,801,80068,0,0,0,0,0,10,7,0,5,0,4,0,0,0,0,2,0,3,0,0,10,0,0,0,0,60.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0
80281101,801,80295,0,0,0,0,0,0,5,0,0,3,0,2,35,0,35,0,0,3,0,0,8,0,0,0,5,60.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,35.0,0.0,0.0,0.0,5.0,0.0,0.0,35.0,5.0,5.0
80281101,801,80439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80281101,801,80440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80281101,801,80449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80281101,801,80576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80281101,807,80009,1,1,0,0,0,21,3,0,0,25,0,12,16,1,15,0,0,1,0,0,4,0,0,0,3,60.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,12.0,1.0,3.0,0.0,21.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,-5.0,-5.0
80281101,807,80077,0,0,0,0,0,7,6,0,2,0,0,0,0,0,0,0,0,4,0,1,10,0,0,0,2,34.86666666666667,0.0,1.7208413001912046,0.0,3.4416826003824093,0.0,0.0,17.208413001912046,0.0,0.0,0.0,0.0,10.325047801147228,0.0,12.045889101338432,6.8833652007648185,0.0,0.0,0.0,0.0,0.0,0.0,3.4416826003824093,0.0,0.0,0.0,-1.0,-1.7208413001912046
