matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeToScore,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
127151402,801,8117,68,3,68,3,1,2,1,0,1,45,74,38,4,4,16,20,62,90,15,67,18,57,1,49,71,13,57,1,58,40,10,8,2,8,Q4 14:46,1,69,467.5,16,4,55,10,59,19,12,41,52,32,2,0,1,100,11,8.969999999999999,81.03,81.03,71.5784277428113,61.53846153846154,10.03996620434976
127151402,8117,801,43,12,43,12,3,1,0,1,1,50,66,42,5,5,4,9,54,89,8,75,19,41,7,47,55,7,41,7,48,35,6,7,8,2,Q4 14:28,4,0,297.5,19,3,61,8,55,23,1,46,48,36,2,0,3,64,8,0.0,78.0,78.0,61.53846153846154,71.5784277428113,-10.03996620434976
