matchId,squadId,oppSquadId,period,attempt_from_zone1,attempt_from_zone2,attempts1,attempts2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goals1,goals2,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
120460301,801,806,1,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,85.0,9.0,1.0,1.0,1.0,2.0,16.0,24.0,4.0,100.0,2.0,16.0,16.0,0.0,16.0,0.0,16.0,16.0,0.0,11.0,4.0,1.0,1.0,2.0,0.0,0.0,144.5,4.0,0.0,13.0,4.0,16.0,2.0,1.0,11.0,57.0,0.0,0.0,100.0,0.0,0.0,18.0,72.0,88.88888888888889,62.5,26.388888888888886
120460301,801,806,2,16.0,3.0,16.0,3.0,0.0,1.0,0.0,1.0,1.0,13.0,87.0,13.0,2.0,2.0,3.0,5.0,18.0,20.0,4.0,50.0,3.0,16.0,19.0,2.0,15.0,2.0,17.0,15.0,2.0,13.0,2.0,2.0,1.0,1.0,0.0,50.0,159.0,1.0,0.0,14.0,4.0,19.0,3.0,2.0,12.0,56.0,0.0,0.0,100.0,2.0,1.0,21.0,84.0,80.95238095238095,57.89473684210527,23.05764411027568
120460301,801,806,3,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,55.0,13.0,1.0,1.0,3.0,4.0,9.0,12.0,3.0,33.0,6.0,8.0,10.0,2.0,8.0,0.0,8.0,8.0,0.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,46.5,1.0,0.0,14.0,4.0,8.0,8.0,2.0,8.0,44.0,0.0,0.0,50.0,4.0,0.0,18.0,72.0,44.44444444444444,59.09090909090909,-14.64646464646465
120460301,801,806,4,11.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,58.0,7.0,1.0,1.0,5.0,6.0,11.0,18.0,4.0,50.0,4.0,9.0,12.0,2.0,9.0,1.0,10.0,9.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,0.0,108.5,0.0,0.0,7.0,3.0,11.0,5.0,1.0,9.0,54.0,0.0,1.0,100.0,3.0,0.0,17.0,68.0,58.82352941176471,68.42105263157895,-9.597523219814235
120460301,801,806,5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,67.0,3.0,1.0,1.0,0.0,1.0,4.0,7.0,1.0,100.0,1.0,4.0,4.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,44.5,0.0,0.0,3.0,2.0,6.0,1.0,0.0,3.0,69.0,0.0,0.0,100.0,1.0,0.0,5.0,56.07476635514019,80.0,60.0,20.0
120460301,806,801,1,8.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,69.0,8.0,1.0,1.0,8.0,9.0,11.0,16.0,2.0,50.0,4.0,10.0,11.0,1.0,8.0,2.0,10.0,8.0,2.0,9.0,1.0,0.0,2.0,1.0,1.0,0.0,94.5,4.0,2.0,12.0,2.0,12.0,5.0,0.0,12.0,43.0,0.0,0.0,0.0,1.0,0.0,16.0,64.0,62.5,88.88888888888889,-26.388888888888886
120460301,806,801,2,7.0,6.0,7.0,6.0,1.0,1.0,1.0,0.0,0.0,12.0,64.0,17.0,0.0,0.0,3.0,3.0,12.0,16.0,1.0,100.0,5.0,10.0,13.0,2.0,7.0,4.0,11.0,7.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,62.5,2.0,0.0,19.0,2.0,15.0,6.0,0.0,12.0,44.0,0.0,0.0,50.0,2.0,0.0,19.0,76.0,57.89473684210527,80.95238095238095,-23.05764411027568
120460301,806,801,3,18.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,64.0,11.0,2.0,2.0,6.0,8.0,15.0,21.0,4.0,75.0,2.0,11.0,19.0,6.0,13.0,0.0,13.0,13.0,0.0,7.0,3.0,3.0,0.0,1.0,3.0,33.0,131.5,2.0,2.0,13.0,6.0,13.0,5.0,3.0,10.0,56.0,0.0,0.0,75.0,2.0,2.0,22.0,88.0,59.09090909090909,44.44444444444444,14.64646464646465
120460301,806,801,4,13.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,67.0,20.0,1.0,1.0,2.0,3.0,14.0,17.0,3.0,67.0,4.0,12.0,15.0,2.0,12.0,1.0,13.0,12.0,1.0,8.0,2.0,3.0,2.0,2.0,1.0,50.0,100.0,2.0,3.0,22.0,5.0,14.0,5.0,1.0,12.0,46.0,0.0,0.0,100.0,1.0,1.0,19.0,76.0,68.42105263157895,58.82352941176471,9.597523219814235
120460301,806,801,5,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,11.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,5.0,2.0,0.0,3.0,31.0,0.0,1.0,100.0,1.0,0.0,5.0,56.07476635514019,60.0,80.0,-20.0
